"INDEX"	"TT?(Y/N/MB/NA)"	"MACAQUE?(Y/N/MB/NA)"	"TC_OR_CT?(Y/N/MB/NA)"	"RELEVANT?(Y/N/MB/NA)"	"REVIEW(Y/N)"	"READ_BY(A/D/R)"	"COMMENT"	"DOI"	"PMID"	"PMCID"	"FULL_TEXT_URL"	"PDF_URL"	"TITLE"	"ABSTRACT"	"KEYWORDS"
976	"Y"	"Y"	"Y"	"Y"		"D"	"projections from the anterior pole of the nucleus reticularis thalami (NRT) to subdivisions of the motor thalamus; intrathalamic connections"	"10.1002/(sici)1096-9861(19990705)409:3<369::aid-cne3>3.0.co;2-h"	10379824		"https://onlinelibrary.wiley.com/resolve/openurl?genre=article&sid=nlm:pubmed&issn=0021-9967&date=1999&volume=409&issue=3&spage=369"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291096-9861%2819990705%29409%3A3%3C369%3A%3AAID-CNE3%3E3.0.CO%3B2-H"	"Organization of projections from the anterior pole of the nucleus reticularis thalami (NRT) to subdivisions of the motor thalamus: Light and electron microscopic studies in the Rhesus monkey"	"Projections to the motor-related thalamic nuclei from the anterior pole of the reticular thalamic nucleus NRT were studied after injections of biotinylated dextran amine and wheat germ agglutinin conjugated horseradish peroxidase at light and electron microscopic levels respectively Each injection resulted in anterograde labeling in the three subdivisions of the ventral anterior nucleus pars parvicellularis VApc pars densicellularis VAdc and pars magnocellularis VAmc and in the ventral lateral nucleus VL NRT fibers had beaded shapes and coursed in a posterior direction giving rise to relatively diffuse terminal plexuses The average size of the beads μm and their density per μm of fiber length  were similar between the nuclei studied At the electron microscopic level anterogradely labeled boutons displayed positive immunoreactivity for γ-aminobutyric acid GABA contained pleomorphic synaptic vesicles and formed relatively long μm symmetric synaptic contacts Usually a single terminal formed synapses on more than one postsynaptic structure Synaptic contacts were on projection and local circuit neurons and targeted mainly their distal dendrites In the VAmc synapses on local circuit neurons composed  of the total sample in the VAdcVApc and in the VL the proportion was higher  and  respectively The results suggest that the input from the anterior pole of the monkey reticular nucleus to the motor-related thalamic nuclei is organized differently from what is known on the organization of connections of NRT with sensory thalamic nuclei in other species in that the terminal fields of individual fibers are diffuse rather than focal and that at least  of synapses are established on GABAergic local circuit neurons J Comp Neurol     Wiley-Liss Inc"	"inhibitory synapses; GABA-immunoreactivity; ventrolateral nucleus; ventral anterior nucleus; interneurons; LATERAL GENICULATE-NUCLEUS; MACACA-MULATTA THALAMUS; POSTERIOR MEDIAL THALAMUS; TMB REACTION-PRODUCT; HORSERADISH-PEROXIDASE; FINE-STRUCTURE; MAGNOCELLULAR SUBDIVISION; SYNAPTIC ORGANIZATION; VISUAL SECTOR; CELL-TYPES"
604	"Y"	"Y"	"Y"	"Y"		"D"	"Corticopulvinar connections of areas V5"	"10.1002/cne.1363"	11596067		"https://onlinelibrary.wiley.com/doi/10.1002/cne.1363"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.1363"	"Corticopulvinar connections of areas V5; V4; and V3 in the macaque monkey: A dual model of retinal and cortical topographies"	"The connection zones of cortical areas V V and V MT with the thalamic pulvinar nucleus in the macaque monkey were identified A combination of single- and dual-tracer techniques was used to study their topography and to establish whether these zones occupy separate or overlapping pulvinar territories In each case the retinotopic distribution of tracer in the pulvinar was charted by reference to its parallel distribution within the maps of cortical areas V and V Each of the areas V V and V were found to connect with both the  and the  maps located within the inferior and lateral pulvinar nuclei and to respect the previously identified topographies of these maps However V connects to a narrow zone lining the rostrolateral margin of the lateral and inferior pulvinar and V to a broader zone within the body of these two nuclei which is adjacent to but separate from the V zone the V zone overlaps both Focal injections into cortex produce columns of pulvinar label whose trajectory defines a line of isorepresentation The lines of isorepresentation in the  and  maps are approximately linear and parallel and adopt a rostrolateral to caudomedial axis in the  map this axis is roughly perpendicular to the facet of the inferior pulvinar that lies adjacent to the lateral geniculate nucleus The connections of V and V can be modelled as successive zones along the axis of isorepresentation with registered visual topographies The scheme is extended by existing reports that inferotemporal cortex connects to the caudomedial pole of this axisreflecting an occipitotemporal cortical gradient in that V and other prestriate areas eg V connect to the opposite pole Thus a simple model of the mapped volume in the pulvinar arises in which a unidimensional cortical topography is represented orthogonally to retinal topography Adjoining this volume medially within the inferior and medial pulvinar is a second heavier zone of V connectivity which is poorly topographic Both the medial and the rostrolateral zones of V connectivity may overlap with previously identified regions of tectal input to the pulvinarJ Comp Neurol     Wiley-Liss Inc"	
3038	"Y"	"Y"	"Y"	"Y"		"D"	"We have used EM-autoradiography to determine the morphology of terminals in the inferior and lateral pulvinar which originate from neurons in visual cortex"	"10.1002/cne.901880113"	115908		"https://onlinelibrary.wiley.com/doi/10.1002/cne.901880113"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901880113"	"The morphology and distribution of striate cortex terminals in the inferior and lateral subdivision of the Macaca monkey pulvinar†"	"The origin of the various types of axon terminals in Macaca pulvinar remains uncertain because of the contradictory results obtained in EM degeneration studies We have used EM-autoradiography to determine the morphology of terminals in the inferior and lateral pulvinar which originate from neurons in visual cortex After injections of H proline into area  both the small diameter RS and the large diameter RL terminals containing round vesicles and making asymmetric contacts are labeled in the two pulvinar subdivisions Labeled and unlabeled terminals are intermixed within the pulvinar focus which suggests that the dendrites of the same pulvinar neuron receive overlapping inputs from several cortical areas Because only  of the pulvinar terminals are RLs Ogren and Hendrickson  and this small number of RLs originates from at least two visual cortical areas plus the superior colliculus Partlow et al  superior colliculus input to inferior pulvinar is small compared to the combined RS and RL cortical input Together the findings from this study and the preceding paper Ogren and Hendrickson  show that while pulvinar is typical of other thalamic nuclei in the structure of its neurons and synapses it differs in that the input from subcortical structures is minimal It is suggested that inferior and lateral pulvinar function principally as integrators of visual cortical information"	
1039	"Y"	"Y"	"Y"	"Y"		"D"	"The present study used injections of neuroanatomical tracers to determine the subcortical connections of the caudal and rostral subdivisions of the dorsolateral area (DL) and the middle temporal crescent area (MTC) in owl monkeys (Aotus trivirgatus)"	"10.1002/cne.10298"	12209852		"https://onlinelibrary.wiley.com/doi/10.1002/cne.10298"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.10298"	"Pulvinar and other subcortical connections of dorsolateral visual cortex in monkeys"	"The present study used injections of neuroanatomical tracers to determine the subcortical connections of the caudal and rostral subdivisions of the dorsolateral area DL and the middle temporal crescent area MTC in owl monkeys Aotus trivirgatus squirrel monkeys Saimiri sciureus and macaque monkeys Macaca fascicularis and M radiata Emphasis was on connections with the pulvinar Patterns of corticopulvinar connections were related to subdivisions of the inferior pulvinar PI defined by histochemical or immunocytochemical architecture Connections of DLMTC were with the PI subdivisions PICM PICL and PIp the lateral pulvinar PL and more sparsely the lateral portion of the medial pulvinar PM In squirrel monkeys there was a tendency for caudal DL to have stronger connections with PICL than PICM and for rostral DLMTC to have stronger connections with PICM than PICL In all three primates DLMTC had reciprocal connections with the pulvinar and claustrum received afferents from the locus coeruleus dorsal raphe nucleus annularis central superior nucleus pontine reticular formation lateral geniculate nucleus paracentral nucleus central medial nucleus lateral hypothalamus basal nucleus of the amygdala and basal nucleus of Meynertsubstantia innominata and sent efferents to the pons superior colliculus reticular nucleus caudate and putamen Projections from DLMTC to the nucleus of the optic tract were also observed in squirrel and owl monkeys Similarities in the subcortical connections of the dorsolateral region especially those with the pulvinar provide further support for the conclusion that the DL regions are homologous in the three primate groups J Comp Neurol     Wiley-Liss Inc"	"pulvinar; MT; V4; primate; corticothalamic; thalamocortical; LATERAL GENICULATE-NUCLEUS; SUPERIOR TEMPORAL SULCUS; INFERIOR PARIETAL LOBULE; THALAMIC INTRALAMINAR NUCLEI; DORSAL TERMINAL NUCLEUS; SUB-CORTICAL STRUCTURES; CONTAINING CELL-BODIES; EXTRASTRIATE AREA V4; RHESUS-MONKEY; MACAQUE MONKEY"
330	"Y"	"Y"	"Y"	"Y"		"D"	"inferior parietal cortex (area 7) to the nucleus ventralis posterior inferior"	"10.1002/cne.902800102"	2465325		"https://onlinelibrary.wiley.com/doi/10.1002/cne.902800102"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.902800102"	"Anatomic connections of inferior parietal cortex (area 7) with subcortical structures related to vestibulo-ocular function in a monkey (macaca fascicularis)"	"Connections of the posterior parietal cortex area  with subcortical structures related to the vestibulo-ocular function were studied on four macaque monkeys by using anterograde and retrograde tracer Wheat germ agglutinin WGA-horseradish peroxidase HRP or tritiated amino acids were injected into the posterior part of area  including the caudal end of the superior bank of both the superior temporal sulcus and the lateral sulcus The posterior parietal cortex was found to be reciprocally connected with three different ipsilateral thalamic nuclei the nucleus ventralis posterior inferior the magnocellular part of the medial geniculate nucleus and some intralaminar nuclei Through these connections area  might control the vestibulo-ocular response VOR by modulating the ascending vestibular information This cortical area  also projects to the ipsilateral intermediate and deep layers of the superior colliculus and to several ipsilateral pontine nuclei The dorsolateral pontine nucleus is of particular interest because it is known to be related to smooth pursuit eye movements Cortical area  also was seen to project to the accessory nucleus of Darkschewitsch to all the vestibular nuclei and to the nucleus propositus hypoglossi the last two projections were found to be bilateral with a greater ipsilateral contribution Efferents from posterior parietal cortex are directed to precise regions within the vestibular nuclei that are specifically involved in vestibulo-ocular reflex or that are in turn connected with brainstem structures implicated in smooth pursuit eye movements These connections are consistent with the posterior parietal cortex exerting a multilevel influence on the different systems dealing with eye-head movement coordination"	
2412	"Y"	"Y"	"Y"	"Y"		"D/A"	"in Early Postnatal Macaque Monkeys"	"10.1002/cne.22732"	21800316	"PMC3673566"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3673566/"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3673566/pdf/nihms374323.pdf"	"Cortical and Subcortical Connections of V1 and V2 in Early Postnatal Macaque Monkeys"	"Connections of primary V and secondary V visual areas were revealed in macaque monkeys ranging in age from  to  weeks by injecting small amounts of cholera toxin subunit B CTB Cortex was flattened and cut parallel to the surface to reveal injection sites patterns of labeled cells and patterns of cytochrome oxidase CO staining Projections from the lateral geniculate nucleus and pulvinar to V were present at  weeks of age as were pulvinar projections to thin and thick CO stripes in V Injections into V in - and -week-old monkeys labeled neurons in V V middle temporal area MT and dorsolateral area DLV Within V and V labeled neurons were densely distributed around the injection sites but formed patches at distances away from injection sites Injections into V labeled neurons in V V DLV and MT of monkeys - - and -weeks of age Injections in thin stripes of V preferentially labeled neurons in other V thin stripes and neurons in the CO blob regions of V A likely thick stripe injection in V at  weeks of age labeled neurons around blobs Most labeled neurons in V were in superficial cortical layers after V injections and in deep layers of other areas Although these features of adult V and V connectivity were in place as early as  postnatal weeks labeled cells in V and V became more restricted to preferred CO compartments after  weeks of age"	
3270	"Y"	"Y"	"Y"	"Y"		"D"	"by stimulating muscle and also retrograde axonal transport of horseradish peroxidase injected into these regions of cortex"	"10.1007/bf00238473"	111956		"https://link.springer.com/article/10.1007/BF00238473"	"https://link.springer.com/content/pdf/10.1007/BF00238473.pdf?pdf=button"	"The afferents and projections of the ventroposterolateral thalamus in the monkey"	"In seven monkeys M fascicularis recordings were made from neurones in subnuclei VPLo and VPLc of the thalamus The peripheral inputs to these cells from the forelimb were established by stimulating muscle skin and joint nerves and cutaneous receptive fields were examined by natural stimulation of the skin The projection of the same cells to motor and sensory cortex was examined by stimulation of the cortex to demonstrate antidromic responses and by retrograde axonal transport of horseradish peroxidase injected into these regions of cortex Of the  neurones which were driven by stimulation of peripheral nerves  were located in VPLo This suggests that there is a significant projection of forelimb afferents to VPLo in the monkey Of the  neurones located in VPLo  responded to stimulation of muscle or joint nerves The projection to VPLo is therefore predominantly from deep receptors Twenty-one of these  neurones had convergent inputs The latencies of activation of units in VPLo were short  ms and consistent with a lemniscal pathway via the dorsal column nuclei Injection of horseradish peroxidase into the arm area of the motor cortex labelled cells in VPLo and not in VPLc The neurones from which recordings were made in VPLo were located within the population of cells labelled with horseradish peroxidase after injections into the primary motor area This suggests that this subnucleus is the thalamic relay for the sensory input from peripheral receptors to cells of the motor cortex"	"Thalamus; Joint afferents; Muscle afferents; Peripheral projection to motor cortex;"
1238	"Y"	"Y"	"Y"	"NA"		"D"		"10.1017/s0952523800010701"	1390388		"https://www.cambridge.org/core/journals/visual-neuroscience/article/abs/subcortical-connections-of-visual-areas-mst-and-fst-in-macaques/2E765908869A8B03AD1D566D488A6D19"		"Subcortical connections of visual areas MST and FST in macaques"	"To examine the subcorctical connections of the medial superior temporal and fundus of the superior temporal visual areas MST and FST respectively we injected anterograde and retrograde tracers into  physiologically identified sites within the two areas in seven macaque monkeys The subcortical connections of MST and FST were found to be very similar Both areas were found to be reciprocally connected with the pulvinar mainly with its medial subdivision and with the claustrum Nonreciprocal projections from both MST and FST were consistently found in the striatum caudate and putamen reticular nucleus of the thalamus and the pontine nuclei The labeled terminals in the pons were in the dorsolateral lateral dorsal and peduncular nuclei Additional nonreciprocal projections were found in one MST and one FST case to the nucleus of the optic tract and in one FST case to the lateral terminal nucleus Finally three cases showed a nonreciprocal projection to FST from the basal forebrain The subcortical structures containing label following MST and FST injections were largely the same as those labeled after injections of the middle temporal visual area MT but the label within each structure after MST and FST injections was more widespread than that from MT overlapping the distribution of label that has been reported after injections of parietal visual areas This finding is consistent with the known contributions of MST and FST to the functions of parietal cortex such as eye-movement control"	"Pulvinar; Claustrum; Striatum; Pons; Extrastriate cortex;"
819	"Y"	"Y"	"Y"	"NA"		"D"	"Connections of calbindin-D28k-defined subdivisions in inferior pulvinar with visual areas V2"	"10.1017/s1472928802000055"			"https://www.cambridge.org/core/journals/thalamus-and-related-systems/article/abs/connections-of-calbindind28kdefined-subdivisions-in-inferior-pulvinar-with-visual-areas-v2-v4-and-mt-in-macaque-monkeys/E9EECDE5BD916E8DA8A25EE2C73DBE92"	"https://www.researchgate.net/profile/Jaime-Olavarria/publication/329307836_Connections_of_calbindin-D28k-defined_subdivisions_in_inferior_pulvinar_with_visual_areas_V2_V_4_and_MT_in_macaque_monkeys/links/5c00c3aaa6fdcc1b8d4a9f0b/Connections-of-calbindin-D28k-defined-subdivisions-in-inferior-pulvinar-with-visual-areas-V2-V-4-and-MT-in-macaque-monkeys.pdf"	"Connections of calbindin-D28k-defined subdivisions in inferior pulvinar with visual areas V2; V4 and MT in macaque monkeys"	"We examined the relationship between calbindin-Dk-defined subdivisions in the macaque inferior pulvinar and the patterns of afferent connections to cortical visual areas MT V and V The subdivisions identified included the posterior PIp medial PIm central PIc and lateral PIl subdivisions Projections to MT and V were largely segregated in the inferior pulvinar projections to MT originated mainly from PIm while projections to V originated mainly from PIl In addition weaker projections to MT were observed from PIp and PIc and some projections from PIp to V were observed in one of two cases Projections to V originated preferentially from PIl with a lesser projection from PIc No labeled cells were observed in PIm in five monkeys injected with various tracers into different regions of V Since most V injections were large enough to involve several neighboring stripe-like compartments these findings suggest that PIm does not project to V compartments associated with neither dorsal nor ventral cortical processing streams Cells projecting to V were not strictly segregated from those projecting to V in neither PIl nor PIc suggesting that inferior pulvinar projections do not map the position of visual areas in the cortical mantle"	"Visual thalamus; Thalamocortical connections; Extrastriate cortex; Primates; Calcium-binding proteins;"
580	"Y"	"Y"	"Y"	"Y"		"D"	"autoradiographic tracing technique"	"10.1002/cne.901730108"	403205		"https://onlinelibrary.wiley.com/doi/10.1002/cne.901730108"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901730108"	"Efferent connections of cortical; area 8 (frontal eye field) in Macaca fascicularis. A reinvestigation using the autoradiographic technique†"	"The efferent projections from the cortical area  frontal eye field have been re-examined in four adult monkeys Macaca fascicularis by injecting small amounts of H -proline into the rostral bank of sulcus arcuatus and using the autoradiographic tracing technique Ipsilateral cortical projections could be traced into specific areas of the depths of sulcus principalis sulcus temporalis superior and sulcus intraparietalis Label was found contralaterally in area  Subcortical connections were observed ipsilaterally to n caudatus putamen claustrum n ventralis anterior pars magnocellularis n medialis dorsalis pars multiformis and pars densocellularis n centralis lateralis and paracentralis n parafascicularis n pulvinar oralis zona incerta n subthalamicus pretectal area colliculus superior and griseum pontis as well as to the ipsi- and contralateral n reticularis tegmenti pontis Negative results were obtained with respect to the oculomotor nuclei n interstitialis and Darkschewitsch as well as to the paramedian pontine reticular formation"	
345	"Y"	"Y"	"Y"	"Y"		"D"		"10.1002/cne.23425"	23853108	"PMC4145874"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4145874/"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4145874/pdf/nihms527403.pdf"	"Topographically Organized Projection to Posterior Insular Cortex from the Posterior Portion of the Ventral Medial Nucleus (VMpo) in the Long-tailed Macaque Monkey"	"Prior anterograde tracing work identified somatotopically organized lamina I trigemino- and spino-thalamic terminations in a cytoarchitectonically distinct portion of posterolateral thalamus of the macaque monkey named the posterior part of the ventral medial nucleus VMpo Craig b Microelectrode recordings from clusters of selectively thermoreceptive or nociceptive neurons were used to guide precise micro-injections of various tracers in VMpo A prior report Craig and Zhang  described retrograde tracing results which confirmed the selective lamina I input to VMpo and the antero-posterior head to foot topography The present report describes the results of micro-injections of anterograde tracers placed at different levels in VMpo based on the antero-posterior topographic organization of selectively nociceptive units and clusters over nearly the entire extent of VMpo Each injection produced dense patchy terminal labeling in a single coherent field within a distinct granular cortical area centered in the fundus of the superior limiting sulcus The terminations were distributed with a consistent antero-posterior topography over the posterior half of the superior limiting sulcus These observations demonstrate a specific VMpo projection area in dorsal posterior insular cortex that provides the basis for a somatotopic representation of selectively nociceptive lamina I spinothalamic activity These results also identify the VMpo terminal area as the posterior half of interoceptive cortex the anterior half receives input from the vagal-responsive and gustatory neurons in the basal part of the ventral medial nucleus VMb"	"lamina I; spinothalamic; pain; thermosensory; homeostasis"
26	"Y"	"Y"	"Y"	"Y"		"D"	"mediodorsal nucleus of the thalamus to orbital and medial prefrontal cortex"	"10.1002/cne.903370102"	7506270		"https://onlinelibrary.wiley.com/doi/10.1002/cne.903370102"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.903370102"	"The organization of projections from the mediodorsal nucleus of the thalamus to orbital and medial prefrontal cortex in macaque monkeys"	"The organization of interconnections between the mediodorsal nucleus of the thalamus MD and the orbital and medial prefrontal cortex and the agranular insular cortex in the monkey was studied by retrograde and anterograde tracing techniques In addition to the magnocellular and parvicellular divisions of MD three other subdivisions can be recognized on the basis of myeloarchitecture cytoarchitecture and connections The first two of these represent a parcellation of the magnocellular division into a lateral fiber-rich MD pars fibrosa and a medial poorly myelinated MD pars paramediana adjacent to the midline The third is a small poorly myelinated area located at the caudomedial and dorsal edges of MD it is referred to as MD pars caudodorsalis MD pars fibrosa is reciprocally interconnected primarily with areas   and  in the central and lateral part of the orbital cortex There is a general organization within this projection with the rostrocaudal axis of the cortex represented from dorsal to ventral in the pars fibrosa and the mediolateral cortical axis represented from medial to lateral Cells that project to area  also extend laterally into the adjacent pars parvicellularis MD pars paramediana is more heavily interconnected with the caudal and medial portions of the orbital region particularly the agranular insular areas and the caudal parts of areas  and  Cells that project to two caudal areas a and Iad do not fit with the general organization in that they are located in the dorsomedial parts of the pars fibrosa and pars paramediana where they overlap with cells that project to area  The pars fibrosa and pars paramediana receive inputs from areas of the ventral forebrain such as the amygdala piriform olfactory cortex and entorhinal cortex which project directly to the orbital and agranular insular cortex and entorhinal cortex which project directly to the orbital and agranular insular cortex as well as from the ventral pallidum MD pars caudodorsalis is reciprocally interconnected with areas   and  on the medial surface of the prefrontal cortex In this part of the nucleus the dorsoventral axis of the medial prefrontal cortex is represented from caudal to rostral in the thalamus The amygdala and other ventral forebrain structures do not send fibers into the pars caudodorsalis even though some of these structures project directly to the medial prefrontal cortex Ventral to MD and separated from it by the internal medullary lamina a small region was recognized that appears to be comparable to the anteroventral part of the submedial nucleus previously defined in the rat and cat This region receives input from the piriform cortex and is interconnected with orbital cortical area a   Wiley-Liss Inc"	
1192	"Y"	"Y"	"Y"	"Y"		"D/A"	"on Macaque Model of Congenital Blindness; but also control macaques which were healthy"	"10.1093/cercor/bhz175"	31504286		"https://academic.oup.com/cercor/article/30/3/1407/5554637"	"https://academic.oup.com/cercor/article-pdf/30/3/1407/33011224/bhz175.pdf"	"Unique Features of Subcortical Circuits in a Macaque Model of Congenital Blindness"	"There is an extensive modification of the functional organization of the brain in the congenital blind human although there is little understanding of the structural underpinnings of these changes The visual system of macaque has been extensively characterized both anatomically and functionally We have taken advantage of this to examine the influence of congenital blindness in a macaque model of developmental anophthalmia Developmental anophthalmia in macaque effectively removes the normal influence of the thalamus on cortical development leading to an induced hybrid cortex HC combining features of primary visual and extrastriate cortex Here we show that retrograde tracers injected in early visual areas including HC reveal a drastic reduction of cortical projections of the reduced lateral geniculate nucleus In addition there is an important expansion of projections from the pulvinar complex to the HC compared to the controls These findings show that the functional consequences of congenital blindness need to be considered in terms of both modifications of the interareal cortical network and the ascending visual pathways"	"connectivity; deafferentation; hybrid cortex; primate; pulvinar;"
347	"Y"	"Y"	"Y"	"Y"		"D"	"efferent pathways from the primary visual cortex"	"10.1002/cne.901640303"	810501		"https://onlinelibrary.wiley.com/doi/10.1002/cne.901640303"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901640303"	"The origin of efferent pathways from the primary visual cortex; area 17; of the macaque monkey as shown by retrograde transport of horseradish peroxidase†"	"The retrograde transport of horseradish peroxidase has been used to identify efferent cells in area  of the macaque Cells projecting to the lateral geniculate nucleus are small to medium sized pyramidal neurons with somata in lamina  and the adjacent white matter The projection to the parvocellular division arises preferentially from the upper half of lamina  while that to the magnocellular division arises preferentially from the lower part of the lamina The projection to both superior colliculus and inferior pulvinar arises from all sizes of pyramidal neurons lying in lamina B Lund and Boothe  at least the largest pyramidal neurons of lamina B send collateral axon branches to both destinations Injections with extensive spread of horseradish peroxidase show that many cells of lamina B and the large pyramidal neurons of upper lamina  also project extrinsically but their terminal sites have not been identified Other studies have indicated that cells of laminae  and  project to areas  and  Therefore every lamina of the visual cortex with the exception of those receiving a direct thalamic input contains cells projecting extrinsically Further each lamina projects to a different destination and from Golgi studies can be shown to contain cells with specific patterns of dendritic branching which relate to the distribution of thalamic afferents and to the patterns of intracortical connections These findings emphasise the significance of the horizontal organisation of the cortex with relation to the flow of information through it and contrast with the current concept of columnar organisation shown in physiological studies"	
3650	"N"			"Y"	"Y"	"D"	"Book chapter about Connectivity of the Pulvinar"	"10.1007/978-3-319-70046-5_5"	29116446		"https://link.springer.com/chapter/10.1007/978-3-319-70046-5_5"	"https://link.springer.com/content/pdf/10.1007/978-3-319-70046-5.pdf?pdf=button"	"Connectivity of the Pulvinar"	"Pulvinar connectivity has been studied using a variety of neuroanatomical tracing techniques in both New and Old World monkeys Connectivity studies have revealed additional maps of the visual field other than those described using electrophysiological techniques such as P in the capuchin monkey and PP in the macaque monkey In this chapter we argue that with increasing cortical size the pulvinar developed new functional subdivisions in order to effectively interconnect and interact with the cortex These keywords were added by machine and not by the authors This process is experimental and the keywords may be updated as the learning algorithm improves"	"Neuroanatomical Tracing Techniques; Macaque Monkey; Lower Visual Field Representation; Gattass; Inferior Pulvinar;"
3171	"Y"	"Y"	"Y"	"Y"		"D"		"10.1162/jocn_a_00571"	24456395	"PMC4430844"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430844/"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430844/pdf/nihms-687814.pdf"	"Subcortical Projections of Area V2 in the Macaque"	"To investigate the subcortical efferent connections of visual area V we injected tritiated amino acids under electrophysiological control into  V sites in  macaques The injection sites included the fovea representation as well as representations ranging from central to far peripheral eccentricities in both the upper and lower visual fields The results indicated that V projects topographically to different portions of the inferior and lateral pulvinar and to the superficial and intermediate layers of the superior colliculus Within the pulvinar the V projections terminated in fields P P and P with the strongest projection being in P Central visual field injections in V labeled projection zones in P and P whereas peripheral field injections labeled P P and P No projections were found in P Both central and peripheral field injections in V projected topographically to the superficial and intermediate layers of the superior colliculus Projections from V to the pulvinar and the superior colliculus constituted corticalsubcortical loops through which circuits serving spatial attention are activated"	
87	"Y"	"Y"	"Y"	"Y"		"D"	"Thalamic projections to areas 3a"	"10.1002/cne.903350204"	8227513		"https://onlinelibrary.wiley.com/doi/10.1002/cne.903350204"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.903350204"	"Thalamic projections to areas 3a; 3b; and 4 in the sensorimotor cortex of the mature and infant macaque monkey"	"Area a in the macaque monkey located in the fundus of the central sulcus separates motor and somatosensory cortical areas  and b The known connections of areas  and b differ substantially as does the information which they receive process and transfer to other parts of the central nervous system In this analysis the thalamic projections to each of these three cortical fields were examined and compared by using retrogradely transported fluorescent dyes Fast Blue Diamidino Yellow Rhodamine and Green latex microspheres as neuron labels Coincident labeling of projections to  cortical sites in each monkey allowed the direct comparison of the soma distributions within the thalamic space of the different neuron populations projecting to areas a b and  as well as to boundary zones between these cortical fields The soma distribution ofthalamic neurons projecting to a small circumscribed zone diameter   mm strictly within cortical area a in region of hand representation filled out a territory traversing the dorsal half of the cytoarchitectonically defined thalamic nucleus VPLc abbreviations as in Olszewski  The Thalamus of the Macaca mulatta Basel Karger This elongate rather cylindrical territory extended caudally into the anterior pulvinar nucleus but not forward into VPLo The rostrocaudal extent of the thalamic territory defining the soma distribution of neurons projecting to small zones of cortical area b was similar but typically extended into the ventral part of VPLc filling out a medially concavo-convex laminar space Two such territories projecting to adjacent zones of areas a and b respectively overlapped and shared thalamic space but not thalamic neurons Contrasting with the a and b thalamic territories the soma distribution of thalamic neurons projecting to a circumscribed zone in the nearby motor cortex area  did not penetrate into VPLc but instead filled out a mediolaterally flattened territory extending from rostral VLo VLm VPLo to caudal and dorsal VLc LP and Pulo These territories skirted around VPLc All three cortical areas  a and b also received input from distinctive clusters of cells in the intralaminar CnMd It is inferred that in combination the thalamic territories in areas a b and  and also area  and  which would be coactive during the execution of a manual task constituted a lamellar space extending from VLo rostrally to Pulo caudally How Pulo neuron populations relate to the more rostral populations within the same thalamic territory projecting to a localized cortical zone remains uncertain Within the medially located territories the distribution of the neuron population in Pulo was spatially continuous with the more rostral thalamic cells projecting to the same localized cortex but in lateral thalamic territories these  populations were usually spatially discontinous In the newborn macaque an orderly change in the territorial projections to localized zones in area  a and b was also demonstable However thalamic nuclear projections were more expansive than in the mature animal As well as the VPLc input a third of the thalamic input to area a was now from VLo VPLo and VLm Area  also had a significant input from VPLc an input not observed in the mature macaque   Wiley-Liss Inc"	
