SOURCE,EXTERNAL_ID,PMCID,DOI,AUTHORS,PUBLICATION_YEAR,PUBLICATION_MONTH,TITLE,JOURNAL,VOLUME,ISSUE,PAGE_INFO,PUBLISHER,TIMES_CITED,GRANTS,OPEN_ACCESS,LICENSE,FIRST_PUB_DATE (dd/mm/yyyy),EMBARGO_DATE (dd/mm/yyyy),IN_EPMC,EPMC_AUTH_MAN
MED,36983254,PMC10054919,10.3390/jcm12062255,"Kesidou, Evangelia; Theotokis, Paschalis; Damianidou, Olympia; Boziki, Marina; Konstantinidou, Natalia; Taloumtzis, Charilaos; Sintila, Styliani-Aggeliki; Grigoriadis, Panagiotis; Evangelopoulos, Maria Eleptheria; Bakirtzis, Christos; Simeonidou, Constantina",2023,3,CNS Ageing in Health and Neurodegenerative Disorders.,"J Clin Med",12,"6","2255",,0,"""Roche Hellas"":""ESO.0423006""",Y,cc by,2023-03-14,,Y,N
MED,22889767,PMC3503454,10.1159/000341135,"Bryant, Katherine L; Suwyn, Carolyn; Reding, Katherine M; Smiley, John F; Hackett, Troy A; Preuss, Todd M",2012,,Evidence for ape and human specializations in geniculostriate projections from VGLUT2 immunohistochemistry.,"Brain Behav Evol",80,"3","210-221",,10,"""NCRR NIH HHS"":""P51RR165"",""NIDCD NIH HHS"":""R01 DC004318"",""NIH HHS"":""P51 OD011132"",""NIDCD NIH HHS"":""R01 DC04318""",N,,2012-08-10,,Y,N
MED,30561118,PMC6618148,10.1002/hipo.23060,"Kim, Misun; Maguire, Eleanor A",2019,7,Encoding of 3D head direction information in the human brain.,"Hippocampus",29,"7","619-629",,9,"""Wellcome Trust"":""101759/Z/13/Z"",""Wellcome Trust"":""102263/Z/13/Z"",""Samsung"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""203147/Z/16/Z"",""Samsung Scholarship"":""ID_NOT_SUPPLIED""",Y,cc by,2018-12-18,,Y,N
MED,31600518,PMC10066796,10.1016/j.neuron.2019.09.036,"Wirthlin, Morgan; Chang, Edward F; Knörnschild, Mirjam; Krubitzer, Leah A; Mello, Claudio V; Miller, Cory T; Pfenning, Andreas R; Vernes, Sonja C; Tchernichovski, Ofer; Yartsev, Michael M",2019,10,A Modular Approach to Vocal Learning: Disentangling the Diversity of a Complex Behavioral Trait.,"Neuron",104,"1","87-99",,16,"""European Research Council"":""804352"",""NIH/NIDCD"":""DC014432"",""NIH"":""R01 NS109294"",""NIH"":""R01DC012379"",""NIH"":""U01NS098971"",""James S. McDonnell Foundation"":""ID_NOT_SUPPLIED"",""NIH"":""DP2-DC016163"",""Human Frontiers Science Program"":""RGP0058/2016"",""NIDCD NIH HHS"":""R21 DC014432"",""Brain Research Foundation"":""ID_NOT_SUPPLIED"",""Klingenstein-Simons Fellowship"":""ID_NOT_SUPPLIED"",""NSF"":""NSF143602"",""NIH"":""R01DC04722-20"",""NICHD"":""R01HD084362-01A2"",""Alfred P. Sloan Foundation"":""ID_NOT_SUPPLIED"",""New York Stem Cell Foundation"":""ID_NOT_SUPPLIED"",""Packard Fellowship"":""ID_NOT_SUPPLIED"",""NIH"":""2R01 DC012087"",""National Science Foundation"":""NSF-1550818"",""NIDCD NIH HHS"":""R01 DC012087"",""Max Planck Gesellschaft"":""ID_NOT_SUPPLIED"",""Pew Charitable Trust"":""ID_NOT_SUPPLIED"",""AFOSR"":""19RT0316"",""Dana Foundation"":""ID_NOT_SUPPLIED"",""Human Frontiers Research Program"":""ID_NOT_SUPPLIED""",N,,2019-10-01,,Y,N
MED,34879273,PMC8674536,10.1016/j.celrep.2021.110086,"Peter, Alina; Stauch, Benjamin Johannes; Shapcott, Katharine; Kouroupaki, Kleopatra; Schmiedt, Joscha Tapani; Klein, Liane; Klon-Lipok, Johanna; Dowdall, Jarrod Robert; Schölvinck, Marieke Louise; Vinck, Martin; Schmid, Michael Christoph; Fries, Pascal",2021,12,Stimulus-specific plasticity of macaque V1 spike rates and gamma.,"Cell Rep",37,"10","110086",,5,"""NIMH NIH HHS"":""U54 MH091657"",""European Research Council"":""ID_NOT_SUPPLIED"",""European Research Council"":""637638"",""DFG"":""ID_NOT_SUPPLIED"",""ESF"":""ID_NOT_SUPPLIED"",""European Commission"":""ID_NOT_SUPPLIED"",""BMBF Berlin"":""ID_NOT_SUPPLIED"",""NIH"":""ID_NOT_SUPPLIED""",Y,cc by,2021-12-01,,Y,N
MED,25206616,PMC4146173,10.3969/j.issn.1673-5374.2013.31.008,"Zhao, Xinxiang; Pu, Jun; Fan, Yaodong; Niu, Xiaoqun; Yu, Danping; Zhang, Yanglin",2013,11,Characteristics of diffusion-tensor imaging for healthy adult rhesus monkey brains.,"Neural Regen Res",8,"31","2951-2961",,0,"",Y,cc by-nc-sa,2013-11-01,,Y,N
MED,23428509,PMC4349366,10.1016/j.neulet.2013.02.007,"Li, Chun-Xia; Patel, Sudeep; Auerbach, Edward J; Zhang, Xiaodong",2013,4,Dose-dependent effect of isoflurane on regional cerebral blood flow in anesthetized macaque monkeys.,"Neurosci Lett",541,"","58-62",,55,"""NCATS NIH HHS"":""UL1 TR000454"",""NIH HHS"":""P51 OD011132"",""NIH HHS"":""P51OD011132"",""NCRR NIH HHS"":""P51 RR000165"",""Office of Research Infrastructure Programs/OD"":""P51OD011132"",""NCRR NIH HHS"":""UL1 RR025008"",""NCRR NIH HHS"":""P51RR000165"",""PHS"":""RR025008"",""National Center for Research Resources"":""P51RR000165""",N,,2013-02-18,,Y,N
MED,36815036,PMC9939360,10.1016/j.apsb.2022.07.008,"Haider, Ahmed; Deng, Xiaoyun; Mastromihalis, Olivia; Pfister, Stefanie K; Jeppesen, Troels E; Xiao, Zhiwei; Pham, Vi; Sun, Shaofa; Rong, Jian; Zhao, Chunyu; Chen, Jiahui; Li, Yinlong; Connors, Theresa R; Davenport, April T; Daunais, James B; Hosseini, Vahid; Ran, Wenqing; Christopoulos, Arthur; Wang, Lu; Valant, Celine; Liang, Steven H",2023,1,Structure-activity relationship of pyrazol-4-yl-pyridine derivatives and identification of a radiofluorinated probe for imaging the muscarinic acetylcholine receptor M<sub>4</sub>.,"Acta Pharm Sin B",13,"1","213-226",,0,"",Y,cc by-nc-nd,2022-07-21,,Y,N
MED,36599827,PMC9813152,10.1038/s41467-022-35658-8,"Boven, Ellen; Pemberton, Joseph; Chadderton, Paul; Apps, Richard; Costa, Rui Ponte",2023,1,Cerebro-cerebellar networks facilitate learning through feedback decoupling.,"Nat Commun",14,"1","51",,2,"""Biotechnology and Biological Sciences Research Council"":""BB/P000959/1"",""Medical Research Council"":""MR/X006107/1"",""Wellcome Trust"":""209453/Z/17/Z"",""Wellcome Trust"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""220101/Z/20/Z""",Y,cc by,2023-01-04,,Y,N
MED,26178765,PMC5034837,10.1002/hbm.22902,"Knösche, Thomas R; Anwander, Alfred; Liptrot, Matthew; Dyrby, Tim B",2015,10,Validation of tractography: Comparison with manganese tracing.,"Hum Brain Mapp",36,"10","4116-4134",,62,"""FP7-ICT-STREP"":""238292"",""Lundbeck Foundation"":""R17-2007-1690"",""Lundbeck Foundation"":""R59-A5399""",Y,cc by-nc,2015-07-14,,Y,N
MED,25247448,PMC4176684,10.1159/000365181,"Charvet, Christine J; Finlay, Barbara L",2014,,Evo-devo and the primate isocortex: the central organizing role of intrinsic gradients of neurogenesis.,"Brain Behav Evol",84,"2","81-92",,15,"""NICHD NIH HHS"":""F32 HD067011"",""NICHD NIH HHS"":""F32HD067011""",N,,2014-09-20,,Y,N
MED,36078144,PMC9455070,10.3390/cells11172735,"Bartkowska, Katarzyna; Tepper, Beata; Turlejski, Krzysztof; Djavadian, Ruzanna",2022,9,"Postnatal and Adult Neurogenesis in Mammals, Including Marsupials.","Cells",11,"17","2735",,1,"""Nencki Institute of Experimental Biology of Polish Academy of Sciences"":""statutory funds"",""National Science Center"":""2016/22/M/NZ4/00670""",Y,cc by,2022-09-01,,Y,N
MED,12626002,PMC1693077,10.1098/rstb.2002.1168,"Jones, Edward G",2002,12,Thalamic circuitry and thalamocortical synchrony.,"Philos Trans R Soc Lond B Biol Sci",357,"1428","1659-1673",,178,"""NINDS NIH HHS"":""NS 39094"",""NINDS NIH HHS"":""NS 21377""",N,,2002-12-01,,Y,N
MED,22973184,PMC3415468,10.1371/journal.pcbi.1002626,"Agarwal, Rahul; Sarma, Sridevi V",2012,,Performance limitations of relay neurons.,"PLoS Comput Biol",8,"8","e1002626",,11,"""NINDS NIH HHS"":""R01 NS073118"",""NINDS NIH HHS"":""R01NS073118-02""",Y,cc by,2012-08-09,,Y,N
MED,32135090,PMC8770991,10.1016/j.neuron.2020.01.026,"Mashour, George A; Roelfsema, Pieter; Changeux, Jean-Pierre; Dehaene, Stanislas",2020,3,Conscious Processing and the Global Neuronal Workspace Hypothesis.,"Neuron",105,"5","776-798",,153,"""NIGMS NIH HHS"":""R01 GM098578"",""National Institutes of Health"":""ID_NOT_SUPPLIED"",""NIGMS NIH HHS"":""R01 GM111293""",N,,2020-03-01,,Y,N
MED,28044022,PMC5206279,10.1098/rstb.2016.0112,"Itatani, Naoya; Klump, Georg M",2017,2,Animal models for auditory streaming.,"Philos Trans R Soc Lond B Biol Sci",372,"1714","20160112",,5,"""Deutsche Forschungsgemeinschaft"":""TRR31""",N,,2017-01-02,,Y,N
MED,22496579,PMC3342673,10.1523/jneurosci.4793-11.2012,"Zikopoulos, Basilis; Barbas, Helen",2012,4,Pathways for emotions and attention converge on the thalamic reticular nucleus in primates.,"J Neurosci",32,"15","5338-5350",,102,"""NIMH NIH HHS"":""R01 MH057414-12"",""NINDS NIH HHS"":""R01 NS024760"",""NINDS NIH HHS"":""R01 NS024760-18"",""NIMH NIH HHS"":""R01 MH057414""",N,cc by-nc-sa,2012-04-01,,Y,N
MED,32559067,PMC9105826,10.1021/acschemneuro.0c00305,"Varlow, Cassis; Boileau, Isabelle; Wey, Hsiao-Ying; Liang, Steven H; Vasdev, Neil",2020,7,Classics in Neuroimaging: Imaging the Endocannabinoid Pathway with PET.,"ACS Chem Neurosci",11,"13","1855-1862",,5,"""NIDA NIH HHS"":""K01 DA038000"",""Center for Scientific Review"":""R01AG054473"",""NIA NIH HHS"":""R01 AG052414"",""NIDA NIH HHS"":""R21 DA043507"",""Center for Scientific Review"":""DA043507"",""Center for Scientific Review"":""R01AG052414"",""NIDA NIH HHS"":""R33 DA043507"",""Center for Scientific Review"":""DA038000"",""NIA NIH HHS"":""R01 AG054473""",N,,2020-06-19,,Y,N
MED,35297760,PMC9042233,10.7554/elife.73153,"Tendler, Benjamin C; Hanayik, Taylor; Ansorge, Olaf; Bangerter-Christensen, Sarah; Berns, Gregory S; Bertelsen, Mads F; Bryant, Katherine L; Foxley, Sean; van den Heuvel, Martijn P; Howard, Amy F D; Huszar, Istvan N; Khrapitchev, Alexandre A; Leonte, Anna; Manger, Paul R; Menke, Ricarda A L; Mollink, Jeroen; Mortimer, Duncan; Pallebage-Gamarallage, Menuka; Roumazeilles, Lea; Sallet, Jerome; Scholtens, Lianne H; Scott, Connor; Smart, Adele; Turner, Martin R; Wang, Chaoyue; Jbabdi, Saad; Mars, Rogier B; Miller, Karla L",2022,3,"The Digital Brain Bank, an open access platform for post-mortem imaging datasets.","Elife",11,"","e73153",,5,"""Biotechnology and Biological Sciences Research Council"":""BB/N019814/1"",""Medical Research Council"":""MR/K02213X/1"",""European Research Council"":""ERC-COG 101001062"",""National Research Foundation of South Africa"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""ID_NOT_SUPPLIED"",""European Research Council"":""101001062"",""Alfred Benzon&apos;s Foundation"":""ID_NOT_SUPPLIED"",""Motor Neurone Disease Association"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""202788/Z/16/Z"",""Biotechnology and Biological Sciences Research Council"":""BB/M011224/1"",""Medical Research Council, Alzheimer&apos;s UK and NIHR Oxford Biomedical Research Centre"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""203139/Z/16/Z"",""Wellcome Trust"":""222829/Z/21/Z"",""Motor Neurone Disease Association"":""TURNER/OCT18/989-797"",""NIHR Oxford Biomedical Research Centre"":""ID_NOT_SUPPLIED"",""Dutch Research Council (NWO)"":""452-16-015"",""Cancer Research UK"":""C5255/A15935"",""Engineering and Physical Sciences Research Council"":""EP/L016052/1"",""Wellcome Trust"":""215573/Z/19/Z"",""Wellcome Trust"":""221933/Z/20/Z"",""Dutch Research Council (NWO)"":""452-13-015"",""Netherlands Organization for Scientific Research NWO"":""452-13-015"",""Netherlands Organization for Scientific Research NWO"":""ALW-179"",""Labex CORTEX"":""ANR-11-LABX-0042"",""IDEXLYON IMPULSION 2020"":""IDEX/IMP/2020/14"",""Medical Research Council"":""MR/K01014X/1"",""Medical Research Council"":""MR/L009013/1"",""Netherlands Organization for Scientific Research NWO"":""VIDI-452-16-015"",""China Scholarship Council"":""ID_NOT_SUPPLIED""",Y,cc by,2022-03-17,,Y,N
MED,35888145,PMC9317964,10.3390/life12071057,"Peruri, Alekhya; Morgan, Alexandra; D'Souza, Alida; Mellon, Bridget; Hung, Carey W; Kayal, Gabriella; Shin, Haejung; Nguyen, Kim; Zahed, Malek; Yount, Mason; Ellis, Reilly; Wynne, Taylor; Fritz, Virginia; Simmons, Zachary; Roballo, Kelly C S",2022,7,Pineal Gland from the Cell Culture to Animal Models: A Review.,"Life (Basel)",12,"7","1057",,0,"""Edward Via College of Osteopathic Medicine"":""intramural Edward Via College of Osteopathic Medicine""",Y,cc by,2022-07-15,,Y,N
MED,27016385,PMC4967405,10.1016/j.biopsych.2016.01.010,"Kalin, Ned H; Fox, Andrew S; Kovner, Rothem; Riedel, Marissa K; Fekete, Eva M; Roseboom, Patrick H; Tromp, Do P M; Grabow, Benjamin P; Olsen, Miles E; Brodsky, Ethan K; McFarlin, Daniel R; Alexander, Andrew L; Emborg, Marina E; Block, Walter F; Fudge, Julie L; Oler, Jonathan A",2016,9,Overexpressing Corticotropin-Releasing Factor in the Primate Amygdala Increases Anxious Temperament and Alters Its Neural Circuit.,"Biol Psychiatry",80,"5","345-355",,33,"""National Institutes of Health"":""R01-MH046729"",""NHK"":""R01-MH63291"",""NIH HHS"":""P51 OD011106"",""NIMH NIH HHS"":""P50 MH100031"",""NIH HHS"":""R24 OD019803"",""NCI NIH HHS"":""R44 CA177205"",""NIMH NIH HHS"":""L30 MH078799"",""NIMH NIH HHS"":""R01 MH046729"",""NIMH NIH HHS"":""R01 MH063291"",""JLF"":""R24-OD019803"",""WFB"":""ID_NOT_SUPPLIED"",""NCI NIH HHS"":""R43 CA177205"",""ALA"":""P51-OD011106"",""MEE"":""R43-CA177205""",N,,2016-01-30,,Y,N
PPR,PPR680209,,10.21203/rs.3.rs-2921649/v1,"Hickman, Robert; Al-Mohammad, Alaa; Stasiak, Arkadiusz; Schultz, Wolfram; Hill, Daniel",2023,,Dopamine signals encode internal reward value rather than externally indicated attributes,"",,"","",Research Square,0,"""Wellcome Trust"":""204811"",""Wellcome Trust"":""206207"",""Wellcome Trust"":""095495"",""European Research Council"":""293549""",Y,cc by,2023-06-24,,N,Y
MED,35223085,PMC8868130,10.1093/nc/niac005,"Bellet, Joachim; Gay, Marion; Dwarakanath, Abhilash; Jarraya, Bechir; van Kerkoerle, Timo; Dehaene, Stanislas; Panagiotaropoulos, Theofanis I",2022,,Decoding rapidly presented visual stimuli from prefrontal ensembles without report nor post-perceptual processing.,"Neurosci Conscious",2022,"1","niac005",,5,"""Fondation Bettencourt Schueller"":""ID_NOT_SUPPLIED"",""College de France"":""ID_NOT_SUPPLIED"",""Institut National de la Santé et de la Recherche Médicale"":""ID_NOT_SUPPLIED""",Y,cc by-nc,2022-02-24,,Y,N
MED,34649954,PMC8612637,10.1523/jneurosci.1056-21.2021,"Kelly, Emily A; Thomas, V Kaye; Indraghanty, Apoorva; Fudge, Julie L",2021,11,Perigenual and Subgenual Anterior Cingulate Afferents Converge on Common Pyramidal Cells in Amygdala Subregions of the Macaque.,"J Neurosci",41,"47","9742-9755",,3,"""NIMH NIH HHS"":""R01 MH063291"",""HHS | NIH | National Institute of Mental Health"":""R01MH63291""",N,cc by-nc-sa,2021-10-14,2022-05-24,Y,N
MED,33319854,PMC8203737,10.1038/s41380-020-00973-3,"Arnsten, Amy F T; Datta, Dibyadeep; Wang, Min",2021,8,The genie in the bottle-magnified calcium signaling in dorsolateral prefrontal cortex.,"Mol Psychiatry",26,"8","3684-3700",,19,"""American Federation on Aging Research funded a Diamond Postdoctoral Award to Dr. Datta"":""ID_NOT_SUPPLIED"",""NIA NIH HHS"":""R01 AG061190"",""Alzheimer’s Association"":""Fellowship AARF-17-533294"",""NIMH NIH HHS"":""R01 MH108643"",""U.S. Department of Health &amp; Human Services | NIH | National Institute of Mental Health"":""R01 MH093354-05"",""NIMH NIH HHS"":""R01 MH093354""",Y,cc by,2020-12-15,2022-06-15,Y,N
MED,34755500,PMC8645879,10.24272/j.issn.2095-8137.2021.251,"Li, Zhu; Zhu, Yuan-Xiang; Gu, Li-Jun; Cheng, Ying",2021,11,"Understanding autism spectrum disorders with animal models: applications, insights, and perspectives.","Zool Res",42,"6","800-824",,3,"",Y,cc by-nc,2021-11-01,,Y,N
MED,35216663,PMC8989671,10.1016/j.neuron.2022.01.034,"Casingal, Cristine R; Descant, Katherine D; Anton, ES",2022,4,Coordinating cerebral cortical construction and connectivity: Unifying influence of radial progenitors.,"Neuron",110,"7","1100-1115",,4,"""NINDS NIH HHS"":""R35 NS116859"",""NICHD NIH HHS"":""R01 HD098657""",N,,2022-02-24,2023-04-06,Y,N
MED,26740647,PMC4701964,10.1523/jneurosci.2054-15.2016,"Cavanaugh, James; Berman, Rebecca A; Joiner, Wilsaan M; Wurtz, Robert H",2016,1,Saccadic Corollary Discharge Underlies Stable Visual Perception.,"J Neurosci",36,"1","31-42",,46,"""Intramural NIH HHS"":""ID_NOT_SUPPLIED"",""NEI NIH HHS"":""R00 EY021252""",N,,2016-01-01,,Y,N
MED,35107627,PMC9165293,10.1007/s00259-022-05698-9,"Zheng, MingQiang; Ahmed, Hazem; Smart, Kelly; Xu, Yuping; Holden, Daniel; Kapinos, Michael; Felchner, Zachary; Haider, Ahmed; Tamagnan, Gilles; Carson, Richard E; Huang, Yiyun; Ametamey, Simon M",2022,6,Characterization in nonhuman primates of (R)-[<sup>18</sup>F]OF-Me-NB1 and (S)-[<sup>18</sup>F]OF-Me-NB1 for imaging the GluN2B subunits of the NMDA receptor.,"Eur J Nucl Med Mol Imaging",49,"7","2153-2162",,4,"""Swiss National Science Foundation"":""160403"",""National Institute of Health, USA"":""U01MH107803"",""NIMH NIH HHS"":""U01 MH107803"",""Swiss National Science Foundation"":""182872"",""Swiss national foundation"":""310030E-160403/1"",""Swiss National Science Foundation"":""310030E-182872/1"",""NCATS NIH HHS"":""UL1 TR001863"",""Swiss Federal Institute of Technology Zurich"":""ID_NOT_SUPPLIED""",Y,cc by,2022-02-02,,Y,N
MED,30048804,PMC6200145,10.1016/j.nbd.2018.07.013,"McBride, Jodi L; Neuringer, Martha; Ferguson, Betsy; Kohama, Steven G; Tagge, Ian J; Zweig, Robert C; Renner, Laurie M; McGill, Trevor J; Stoddard, Jonathan; Peterson, Samuel; Su, Weiping; Sherman, Larry S; Domire, Jacqueline S; Ducore, Rebecca M; Colgin, Lois M; Lewis, Anne D",2018,11,Discovery of a CLN7 model of Batten disease in non-human primates.,"Neurobiol Dis",119,"","65-78",,18,"""NEI NIH HHS"":""P30 EY010572"",""NIH HHS"":""P51 OD011092"",""NINDS NIH HHS"":""R24 NS104161"",""NIH"":""P51OD011092, NS10416 and P30 EY010572""",Y,cc by,2018-07-23,2018-11-01,Y,N
MED,27478649,PMC4958487,10.1155/2016/6783812,"Coppieters 't Wallant, Dorothée; Maquet, Pierre; Phillips, Christophe",2016,,Sleep Spindles as an Electrographic Element: Description and Automatic Detection Methods.,"Neural Plast",2016,"","6783812",,14,"""Fonds National de la Recherche Scientifique"":""ID_NOT_SUPPLIED""",Y,cc by,2016-07-11,,Y,N
MED,33101608,PMC7548302,10.1016/j.csbj.2020.09.007,"Tauste Campo, Adrià",2020,,Inferring neural information flow from spiking data.,"Comput Struct Biotechnol J",18,"","2699-2708",,1,"""European Regional Development Fund"":""ID_NOT_SUPPLIED"",""Fundação Bial"":""001-P-001682"",""Fundação Bial"":""106/18""",Y,cc by,2020-09-20,,Y,N
MED,33350440,PMC7799219,10.1093/cercor/bhaa375,"Kubon, Julian; Sokolov, Alexander N; Popp, Rebecca; Fallgatter, Andreas J; Pavlova, Marina A",2021,3,Face Tuning in Depression.,"Cereb Cortex",31,"5","2574-2585",,5,"""German Research Foundation"":""PA847/25-1"",""Department of Psychiatry and Psychotherapy, Medical School, Eberhard Karls University of Tübingen"":""ID_NOT_SUPPLIED"",""Reinhold Beitlich Foundation"":""ID_NOT_SUPPLIED""",Y,,2021-03-01,,Y,N
MED,34121988,PMC8187604,10.3389/fnins.2021.656475,"Hersey, Melinda; Bacon, Amanda K; Bailey, Lydia G; Coggiano, Mark A; Newman, Amy H; Leggio, Lorenzo; Tanda, Gianluigi",2021,,"Psychostimulant Use Disorder, an Unmet Therapeutic Goal: Can Modafinil Narrow the Gap?","Front Neurosci",15,"","656475",,6,"""National Institute on Drug Abuse"":""ID_NOT_SUPPLIED""",Y,cc by,2021-05-26,,Y,N
MED,27941910,PMC5150522,10.1038/srep38695,"Ma, Kuo-Hsing; Liu, Tsung-Ta; Weng, Shao-Ju; Chen, Chien-Fu F; Huang, Yuahn-Sieh; Chueh, Sheau-Huei; Liao, Mei-Hsiu; Chang, Kang-Wei; Sung, Chi-Chang; Hsu, Te-Hung; Huang, Wen-Sheng; Cheng, Cheng-Yi",2016,12,Effects of dextromethorphan on MDMA-induced serotonergic aberration in the brains of non-human primates using [<sup>123</sup>I]-ADAM/SPECT.,"Sci Rep",6,"","38695",,4,"",Y,cc by,2016-12-12,,Y,N
MED,32864267,PMC7451087,10.7759/cureus.9443,"Kesserwani, Hassan",2020,7,The Zeitraffer Phenomenon: A Strategic Ischemic Infarct of the Banks of the Parieto-Occipital Sulcus - A Unique Case Report and a Side Note on the Neuroanatomy of Visual Perception.,"Cureus",12,"7","e9443",,2,"",Y,cc by,2020-07-28,,Y,N
MED,35738037,PMC9753778,10.1016/j.clinph.2022.04.022,"Siebner, Hartwig R; Funke, Klaus; Aberra, Aman S; Antal, Andrea; Bestmann, Sven; Chen, Robert; Classen, Joseph; Davare, Marco; Di Lazzaro, Vincenzo; Fox, Peter T; Hallett, Mark; Karabanov, Anke N; Kesselheim, Janine; Beck, Mikkel M; Koch, Giacomo; Liebetanz, David; Meunier, Sabine; Miniussi, Carlo; Paulus, Walter; Peterchev, Angel V; Popa, Traian; Ridding, Michael C; Thielscher, Axel; Ziemann, Ulf; Rothwell, John C; Ugawa, Yoshikazu",2022,8,Transcranial magnetic stimulation of the brain: What is stimulated? - A consensus and critical position paper.,"Clin Neurophysiol",140,"","59-97",,14,"""NINDS NIH HHS"":""R01 NS088674"",""Lundbeck Foundation"":""R186-2015-2138"",""Lundbeck Foundation"":""313-2019-622"",""NIMH NIH HHS"":""R01 MH111865"",""NIMH NIH HHS"":""RF1 MH114268"",""NINDS NIH HHS"":""R01 NS117405"",""Biotechnology and Biological Sciences Research Council"":""ID_NOT_SUPPLIED""",Y,cc by,2022-05-18,,Y,N
MED,34986350,PMC9608360,10.1016/j.celrep.2021.110198,"Tang, Hua; Costa, Vincent D; Bartolo, Ramon; Averbeck, Bruno B",2022,1,Differential coding of goals and actions in ventral and dorsal corticostriatal circuits during goal-directed behavior.,"Cell Rep",38,"1","110198",,6,"""NIMH NIH HHS"":""R01 MH125824"",""Intramural NIH HHS"":""ZIA MH002928"",""National Institute of Mental Health"":""ZIA MH002928"",""NIH HHS"":""P51 OD011092""",N,cc by-nc-nd,2022-01-01,,Y,N
MED,33787492,PMC8024015,10.7554/elife.65012,"Cléry, Justine C; Hori, Yuki; Schaeffer, David J; Menon, Ravi S; Everling, Stefan",2021,3,Neural network of social interaction observation in marmosets.,"Elife",10,"","e65012",,8,"""Canadian Institutes of Health Research"":""FRN 148365"",""Canada First Research Excellence Fund"":""BrainsCAN""",Y,cc by,2021-03-31,,Y,N
MED,33257539,PMC7749336,10.1073/pnas.2005087117,"Michaels, Jonathan A; Schaffelhofer, Stefan; Agudelo-Toro, Andres; Scherberger, Hansjörg",2020,12,A goal-driven modular neural network predicts parietofrontal neural dynamics during grasping.,"Proc Natl Acad Sci U S A",117,"50","32124-32135",,15,"""Deutsche Forschungsgemeinschaft"":""B3 (SCHE1575/3-2)"",""Deutsche Forschungsgemeinschaft"":""FOR-1847""",N,,2020-11-30,2021-05-30,Y,N
MED,23908263,PMC4224241,10.1093/cercor/bht187,"Howell, Brittany R; Godfrey, Jodi; Gutman, David A; Michopoulos, Vasiliki; Zhang, Xiaodong; Nair, Govind; Hu, Xiaoping; Wilson, Mark E; Sanchez, Mar M",2014,12,Social subordination stress and serotonin transporter polymorphisms: associations with brain white matter tract integrity and behavior in juvenile female macaques.,"Cereb Cortex",24,"12","3334-3349",,13,"""NIGMS NIH HHS"":""T32 GM008605"",""NIMH NIH HHS"":""F31 MH086203"",""NIH HHS"":""OD P51OD11132"",""NIH HHS"":""P51 OD011132"",""NIMH NIH HHS"":""F31 MH085445"",""NIMH NIH HHS"":""MH078105-S1,"",""NIMH NIH HHS"":""MH079100"",""NIMH NIH HHS"":""MH091645"",""NCRR NIH HHS"":""P51RR165"",""NICHD NIH HHS"":""HD055255"",""NIMH NIH HHS"":""P50 MH078105""",N,,2013-08-01,,Y,N
MED,33622780,PMC8026344,10.1523/jneurosci.2275-20.2021,"Chen, Aihua; Zeng, Fu; DeAngelis, Gregory C; Angelaki, Dora E",2021,4,Dynamics of Heading and Choice-Related Signals in the Parieto-Insular Vestibular Cortex of Macaque Monkeys.,"J Neurosci",41,"14","3254-3265",,1,"""Foundation for the National Institutes of Health"":""R01 DC014678"",""Foundation for the National Institutes of Health"":""R01 EY016178"",""NEI NIH HHS"":""R01 EY016178"",""NIDCD NIH HHS"":""R01 DC014678""",N,cc by-nc-sa,2021-02-23,2021-10-07,Y,N
MED,34720891,PMC8548382,10.3389/fnana.2021.751810,"Li, Shuiyu; Yao, Songping; Zhou, Qiuying; Takahata, Toru",2021,,The Expression Patterns of Cytochrome Oxidase and Immediate-Early Genes Show Absence of Ocular Dominance Columns in the Striate Cortex of Squirrel Monkeys Following Monocular Inactivation.,"Front Neuroanat",15,"","751810",,0,"""National Natural Science Foundation of China"":""ID_NOT_SUPPLIED""",Y,cc by,2021-10-13,,Y,N
MED,27838170,PMC5207485,10.1016/j.bmc.2016.10.035,"Smith, Aaron L; Walum, Hasse; Connor-Stroud, Fawn; Freeman, Sara M; Inoue, Kiyoshi; Parr, Lisa A; Goodman, Mark M; Young, Larry J",2017,1,An evaluation of central penetration from a peripherally administered oxytocin receptor selective antagonist in nonhuman primates.,"Bioorg Med Chem",25,"1","305-315",,5,"""NIH OD"":""P51OD11132"",""NIH"":""1P50MH100023"",""NIMH NIH HHS"":""P50 MH100023"",""NIH HHS"":""P51 OD011132""",N,,2016-10-31,,Y,N
MED,29882081,PMC6095783,10.1007/s13311-018-0638-z,"Mohammed, Hisham; Hollis, Edmund R",2018,7,Cortical Reorganization of Sensorimotor Systems and the Role of Intracortical Circuits After Spinal Cord Injury.,"Neurotherapeutics",15,"3","588-603",,14,"""NINDS NIH HHS"":""DP2 NS106663"",""Burke Foundation"":""3654"",""NIH Office of the Director"":""1DP2NS106663""",N,,2018-07-01,2019-07-01,Y,N
