INDEX	MACAQUE_COUNT_IN_TA	OTHER_SPIECIES_COUNT_IN_TA	TC_CT_COUNT_IN_TA	THALAM_COUNT_IN_TA	CORTEX_COUNT_IN_TA	INJECT_COUNT_IN_TA	METHOD_COUNT_IN_TA	CONNECT_COUNT_IN_TA	NOT_TT	NOT_MACAQUE_BUT_OTHERS	RELEVANCE_INDEX
7038	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
1200	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
3507	0.0	7.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
3761	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
3864	0.0	5.0	0.0	2.0	0.0	2.0	2.0	0.0			54.93061443340549
3342	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
8226	2.0	0.0	0.0	0.0	0.0	0.0	2.0	26.0			54.93061443340549
2710	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
3369	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
5991	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0			54.93061443340549
1878	2.0	1.0	0.0	2.0	4.0	3.0	0.0	0.0			54.8685018334127
6509	0.0	8.0	0.0	0.0	0.0	0.0	6.0	12.0			54.83814581044507
1821	0.0	3.0	0.0	0.0	17.0	0.0	3.0	6.0			54.70537569683231
5124	6.0	9.0	0.0	0.0	4.0	4.0	3.0	0.0			54.66553484858643
1895	2.0	3.0	0.0	2.0	2.0	4.0	0.0	0.0			54.545809227724845
2792	0.0	2.0	0.0	2.0	8.0	0.0	0.0	4.0			54.545809227724845
5903	4.0	6.0	0.0	0.0	0.0	0.0	2.0	19.0			54.48369662773206
9808	0.0	2.0	0.0	0.0	11.0	2.0	4.0	1.0			54.48369662773205
3942	4.0	7.0	0.0	2.0	10.0	0.0	0.0	1.0			54.43344494846455
4099	0.0	3.0	0.0	0.0	16.0	0.0	3.0	6.0			54.41958362763257
1898	0.0	0.0	0.0	4.0	16.0	0.0	0.0	0.0			54.40201453113359
4262	7.0	11.0	0.0	0.0	0.0	2.0	8.0	0.0			54.34169925512357
5780	0.0	0.0	0.0	2.0	5.0	0.0	0.0	5.0			54.34169925512357
1544	7.0	12.0	0.0	2.0	0.0	0.0	2.0	0.0			54.341699255123565
3603	0.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0			54.341699255123565
4565	0.0	6.0	0.0	1.0	15.0	0.0	0.0	9.0			54.217474055138
6973	0.0	2.0	0.0	0.0	10.0	0.0	1.0	23.0			54.167222375870494
5710	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0			54.14081516972338
3959	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0			54.1164605185504
3882	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0			54.1164605185504
3739	6.0	3.0	0.0	3.0	6.0	0.0	0.0	0.0			54.1164605185504
4654	10.0	2.0	0.0	0.0	0.0	5.0	4.0	0.0			54.04863974278391
9214	4.0	2.0	0.0	0.0	8.0	0.0	0.0	32.0			53.9983880635164
7082	0.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0			53.99787788546382
8499	5.0	0.0	0.0	0.0	13.0	0.0	0.0	23.0			53.93462229769602
3967	3.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0			53.85588051285533
6312	0.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0			53.85588051285533
463	2.0	6.0	0.0	1.0	9.0	0.0	0.0	6.0			53.79376791286254
6651	4.0	4.0	0.0	0.0	14.0	0.0	0.0	24.0			53.77619881636356
3452	0.0	3.0	0.0	2.0	2.0	0.0	3.0	0.0			53.75278407684165
1560	3.0	0.0	0.0	0.0	5.0	0.0	5.0	2.0			53.75278407684165
3290	0.0	0.0	0.0	2.0	2.0	0.0	0.0	7.0			53.75278407684165
1364	4.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0			53.69067147684886
1388	4.0	1.0	0.0	3.0	8.0	0.0	0.0	0.0			53.69067147684886
1085	6.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0			53.67404229200096
8164	0.0	7.0	0.0	0.0	13.0	0.0	2.0	10.0			53.65342370608164
4686	4.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0			53.57208884376229
8037	0.0	0.0	0.0	0.0	21.0	4.0	0.0	8.0			53.521837164494784
9460	0.0	19.0	0.0	2.0	4.0	0.0	0.0	5.0			53.43009147115379
4544	2.0	16.0	0.0	0.0	10.0	0.0	2.0	6.0			53.420823627907176
5381	0.0	0.0	0.0	1.0	5.0	0.0	0.0	14.0			53.36797887116101
5193	2.0	3.0	0.0	0.0	0.0	0.0	2.0	22.0			53.32718793265369
2702	0.0	0.0	0.0	2.0	6.0	0.0	0.0	4.0			53.28923708632031
4114	6.0	3.0	0.0	2.0	0.0	0.0	0.0	4.0			53.28923708632031
7600	0.0	11.0	0.0	0.0	0.0	10.0	6.0	0.0			53.1676049638134
8105	0.0	0.0	0.0	2.0	0.0	0.0	0.0	12.0			53.11480079131811
4761	0.0	0.0	0.0	2.0	0.0	0.0	0.0	12.0			53.11480079131811
641	4.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0			53.10175629856695
6124	0.0	0.0	0.0	0.0	12.0	0.0	3.0	6.0			53.07826369465917
9663	0.0	0.0	0.0	0.0	12.0	0.0	3.0	6.0			53.07826369465917
1880	0.0	0.0	0.0	2.0	17.0	2.0	0.0	0.0			52.903288892864666
3011	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0			52.84117629287188
1512	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0			52.84117629287188
4864	0.0	0.0	0.0	0.0	4.0	0.0	3.0	10.0			52.82055770695257
1717	3.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0			52.66048105979251
3767	0.0	3.0	0.0	3.0	0.0	5.0	0.0	0.0			52.57495372027782
1857	6.0	2.0	0.0	2.0	20.0	0.0	0.0	0.0			52.41747015059642
8920	0.0	0.0	0.0	0.0	0.0	0.0	12.0	3.0			52.33718397312196
8079	0.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0			52.31437371458274
5349	0.0	0.0	0.0	4.0	10.0	0.0	0.0	0.0			52.22542417484436
2509	0.0	0.0	0.0	4.0	10.0	0.0	0.0	0.0			52.22542417484436
4759	3.0	20.0	0.0	0.0	18.0	0.0	0.0	20.0			52.098891078665886
434	4.0	0.0	0.0	0.0	14.0	0.0	0.0	20.0			52.03266494491578
1137	6.0	0.0	0.0	0.0	12.0	0.0	0.0	18.0			51.99868732424865
3671	4.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0			51.991681108894895
8230	2.0	2.0	0.0	2.0	4.0	2.0	0.0	0.0			51.991681108894895
4472	4.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0			51.991681108894895
2097	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0			51.986038541995896
3264	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0			51.986038541995896
6905	0.0	11.0	0.0	0.0	5.0	13.0	2.0	0.0			51.82855497231451
5927	8.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0			51.72545853630083
1791	7.0	0.0	0.0	0.0	7.0	0.0	0.0	21.0			51.70483995038152
4527	4.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0			51.64785973923514
10295	8.0	0.0	0.0	0.0	19.0	0.0	0.0	12.0			51.61427782906642
9753	4.0	2.0	0.0	2.0	0.0	0.0	0.0	4.0			51.606875903214245
5202	4.0	0.0	0.0	0.0	0.0	0.0	2.0	14.0			51.606875903214245
7507	0.0	0.0	0.0	0.0	3.0	0.0	1.0	29.0			51.340653330620185
1468	8.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0			51.22207069753361
3800	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0			51.22207069753361
3323	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0			51.22207069753361
3564	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0			51.22207069753361
1210	8.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0			51.22207069753361
1384	8.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0			51.22207069753361
2939	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			51.22207069753361
1453	8.0	23.0	0.0	4.0	0.0	0.0	0.0	0.0			51.22207069753361
7292	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0			51.22207069753361
2907	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			51.22207069753361
3497	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0			51.22207069753361
3240	2.0	0.0	0.0	1.0	0.0	16.0	0.0	0.0			51.15387439790134
2046	0.0	0.0	0.0	2.0	11.0	0.0	0.0	2.0			50.87596335232385
9594	0.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0			50.87596335232384
809	4.0	0.0	0.0	0.0	8.0	0.0	0.0	23.0			50.81385075233106
9648	2.0	2.0	0.0	0.0	0.0	0.0	6.0	4.0			50.77609280351125
4357	3.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0			50.75173815233828
4382	9.0	3.0	0.0	0.0	3.0	0.0	0.0	24.0			50.63315551925169
3450	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0			50.63315551925169
9546	0.0	13.0	0.0	0.0	0.0	0.0	4.0	13.0			50.532141982664086
6408	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0			50.50943744979711
3777	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0			50.4911581466432
3863	0.0	4.0	0.0	2.0	3.0	0.0	0.0	4.0			50.4911581466432
8268	2.0	2.0	0.0	0.0	2.0	0.0	2.0	9.0			50.4911581466432
5480	0.0	0.0	0.0	0.0	9.0	0.0	0.0	48.0			50.43112844607649
5181	6.0	6.0	0.0	0.0	19.0	0.0	0.0	12.0			50.35770568766189
2003	2.0	0.0	0.0	1.0	2.0	2.0	0.0	2.0			50.28704817404193
5343	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0			50.28704817404193
6161	6.0	3.0	0.0	0.0	12.0	0.0	0.0	15.0			50.28018475498206
4392	3.0	3.0	0.0	0.0	9.0	0.0	3.0	2.0			50.22493557404914
4534	16.0	12.0	0.0	0.0	0.0	0.0	10.0	0.0			50.13449581225664
7488	21.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0			50.11257129478885
6145	0.0	0.0	0.0	1.0	10.0	0.0	0.0	7.0			50.11257129478884
5720	3.0	4.0	0.0	0.0	6.0	3.0	0.0	6.0			49.98306765262806
7066	6.0	6.0	0.0	0.0	0.0	0.0	3.0	6.0			49.98306765262805
8235	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			49.96549855612908
3377	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0			49.96549855612908
1355	6.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0			49.96549855612908
8837	3.0	0.0	0.0	0.0	10.0	0.0	0.0	21.0			49.83137270317447
4251	16.0	6.0	0.0	0.0	11.0	0.0	0.0	9.0			49.61645089916154
8931	0.0	9.0	0.0	0.0	2.0	8.0	0.0	8.0			49.437552990064944
4071	0.0	19.0	0.0	2.0	0.0	0.0	0.0	8.0			49.437552990064944
8912	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0			49.437552990064944
9773	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0			49.437552990064944
3920	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0			49.437552990064944
8918	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0			49.43755299006494
10198	3.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0			49.42967196644269
7786	2.0	4.0	0.0	0.0	0.0	9.0	3.0	0.0			49.31332779007937
3717	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			49.19474515699278
1176	5.0	9.0	0.0	4.0	0.0	0.0	0.0	0.0			49.19474515699278
2915	4.0	0.0	0.0	0.0	5.0	0.0	0.0	24.0			49.19474515699278
8803	0.0	13.0	0.0	2.0	2.0	0.0	0.0	4.0			49.052747784384295
9843	2.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0			49.052747784384295
2230	0.0	1.0	0.0	1.0	6.0	0.0	0.0	8.0			49.0304760326374
2400	3.0	3.0	0.0	0.0	19.0	0.0	0.0	14.0			48.99063518439151
7158	9.0	10.0	0.0	0.0	13.0	0.0	4.0	0.0			48.849780799558026
1045	16.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0			48.823425748278346
3861	4.0	2.0	0.0	2.0	13.0	0.0	0.0	0.0			48.70778342694953
10140	4.0	22.0	0.0	0.0	0.0	0.0	14.0	0.0			48.66794257870365
5066	4.0	4.0	0.0	0.0	0.0	0.0	14.0	0.0			48.66794257870365
7041	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
5628	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
3289	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
7428	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
3632	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
2810	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
3880	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
3641	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
4755	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
3227	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0			48.64775372638283
5977	6.0	3.0	0.0	1.0	2.0	0.0	0.0	4.0			48.64567082695675
10244	2.0	9.0	0.0	0.0	15.0	0.0	6.0	0.0			48.54465729036916
8870	0.0	0.0	0.0	0.0	30.0	0.0	0.0	22.0			48.52487818171723
3714	0.0	3.0	0.0	3.0	0.0	3.0	0.0	0.0			48.520302639196174
4436	3.0	3.0	0.0	0.0	3.0	0.0	3.0	3.0			48.520302639196174
3906	0.0	6.0	0.0	3.0	0.0	3.0	0.0	0.0			48.520302639196174
7747	6.0	2.0	0.0	0.0	0.0	5.0	3.0	0.0			48.44156085435547
3218	7.0	0.0	0.0	0.0	13.0	0.0	0.0	11.0			48.44156085435547
8453	2.0	2.0	0.0	0.0	0.0	0.0	2.0	13.0			48.36281906951479
6141	6.0	0.0	0.0	0.0	6.0	0.0	0.0	17.0			48.36281906951478
7117	12.0	17.0	0.0	2.0	4.0	0.0	0.0	0.0			48.33724356618093
1571	0.0	2.0	0.0	4.0	4.0	0.0	0.0	0.0			48.28313737302301
1104	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			48.28313737302301
3460	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0			48.28313737302301
3922	0.0	8.0	0.0	4.0	4.0	0.0	0.0	0.0			48.28313737302301
3654	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			48.28313737302301
4951	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0			48.28313737302301
1851	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			48.28313737302301
2828	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			48.28313737302301
10797	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0			48.2597226335011
2232	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0			48.2597226335011
2401	0.0	0.0	0.0	3.0	14.0	0.0	0.0	0.0			48.19761003350832
6566	0.0	0.0	0.0	2.0	6.0	0.0	0.0	2.0			48.18098084866041
7221	0.0	0.0	0.0	0.0	2.0	13.0	0.0	4.0			47.978013863834136
5938	3.0	0.0	0.0	0.0	9.0	0.0	0.0	18.0			47.88878706223409
4216	6.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0			47.87700032724654
533	6.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0			47.87700032724654
5085	0.0	0.0	0.0	0.0	24.0	0.0	0.0	23.0			47.87491742782046
6481	2.0	5.0	0.0	0.0	0.0	2.0	7.0	0.0			47.67080745521918
9270	2.0	0.0	0.0	0.0	8.0	0.0	4.0	1.0			47.5522248221326
738	2.0	0.0	0.0	0.0	6.0	0.0	0.0	24.0			47.41137043729912
8193	0.0	13.0	0.0	2.0	5.0	0.0	0.0	2.0			47.41022744952412
9513	4.0	0.0	0.0	0.0	8.0	0.0	0.0	16.0			47.36544588941376
4885	7.0	0.0	0.0	0.0	3.0	0.0	0.0	19.0			47.28600224953854
6065	2.0	0.0	0.0	0.0	7.0	0.0	0.0	22.0			47.24521131103123
2694	6.0	0.0	0.0	0.0	6.0	0.0	0.0	15.0			47.18498871295094
7285	3.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0			47.18498871295094
3462	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0			47.16741961645196
3723	0.0	7.0	0.0	4.0	0.0	1.0	0.0	0.0			47.16741961645196
10094	0.0	3.0	0.0	0.0	0.0	5.0	6.0	0.0			47.10624692811025
5711	5.0	0.0	0.0	0.0	7.0	0.0	0.0	15.0			47.08189227693727
2276	0.0	2.0	0.0	3.0	11.0	0.0	0.0	0.0			47.08189227693727
1764	0.0	0.0	0.0	3.0	11.0	0.0	0.0	0.0			47.08189227693727
9956	0.0	0.0	0.0	0.0	10.0	2.0	0.0	10.0			46.95455197865665
10521	0.0	11.0	0.0	0.0	0.0	0.0	10.0	2.0			46.95455197865665
6684	0.0	6.0	0.0	0.0	0.0	0.0	2.0	20.0			46.92440870725588
3958	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0			46.92440870725588
1601	6.0	23.0	0.0	2.0	6.0	0.0	0.0	0.0			46.92440870725588
3900	0.0	4.0	0.0	2.0	0.0	6.0	0.0	0.0			46.92440870725588
2164	2.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0			46.8213122712422
4765	2.0	6.0	0.0	0.0	0.0	2.0	2.0	3.0			46.8213122712422
7875	8.0	0.0	0.0	0.0	8.0	0.0	0.0	11.0			46.8213122712422
1714	2.0	2.0	0.0	1.0	0.0	10.0	0.0	0.0			46.80069368532288
5341	4.0	6.0	0.0	0.0	0.0	5.0	3.0	0.0			46.759199671249405
1517	10.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			46.64683539198912
8186	0.0	0.0	0.0	0.0	6.0	3.0	0.0	9.0			46.61834528641593
4302	3.0	9.0	0.0	0.0	7.0	0.0	6.0	0.0			46.51733174982833
6503	0.0	2.0	0.0	0.0	13.0	0.0	0.0	27.0			46.51733174982833
3606	0.0	3.0	0.0	0.0	4.0	2.0	2.0	2.0			46.49861966555434
4470	0.0	3.0	0.0	2.0	4.0	0.0	0.0	2.0			46.49861966555434
4334	0.0	2.0	0.0	2.0	4.0	0.0	0.0	2.0			46.49861966555434
2168	0.0	10.0	0.0	2.0	4.0	0.0	0.0	2.0			46.49861966555434
2224	0.0	0.0	0.0	2.0	4.0	0.0	0.0	2.0			46.49861966555434
7952	0.0	8.0	0.0	0.0	0.0	0.0	3.0	12.0			46.44390899141372
5457	0.0	2.0	0.0	0.0	0.0	0.0	2.0	19.0			46.43650706556156
9870	0.0	0.0	0.0	0.0	2.0	2.0	0.0	19.0			46.43650706556156
3889	2.0	8.0	0.0	1.0	0.0	1.0	2.0	0.0			46.23239709296029
2320	0.0	0.0	0.0	0.0	13.0	0.0	0.0	26.0			46.15365530811958
5982	0.0	8.0	0.0	0.0	0.0	0.0	4.0	8.0			46.1138144598737
9098	4.0	10.0	0.0	0.0	6.0	0.0	0.0	16.0			46.10887374800923
8547	0.0	0.0	0.0	0.0	18.0	0.0	0.0	22.0			46.0771370551237
962	19.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0			45.90970448727243
3266	0.0	1.0	0.0	0.0	4.0	2.0	5.0	0.0			45.90970448727242
8322	6.0	0.0	0.0	0.0	6.0	0.0	0.0	13.0			45.84967478670572
8146	0.0	0.0	0.0	0.0	12.0	0.0	0.0	26.0			45.78311544735097
3852	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			45.72900925419306
5176	0.0	15.0	0.0	4.0	2.0	0.0	0.0	0.0			45.72900925419306
8908	0.0	5.0	0.0	0.0	14.0	0.0	0.0	24.0			45.72900925419306
3851	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0			45.72900925419306
8560	0.0	6.0	0.0	4.0	2.0	0.0	0.0	0.0			45.72900925419306
4252	6.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0			45.69797983725212
8715	0.0	0.0	0.0	0.0	2.0	0.0	6.0	2.0			45.66783656585135
5358	2.0	1.0	0.0	0.0	0.0	0.0	6.0	2.0			45.66783656585135
7107	0.0	11.0	0.0	0.0	0.0	1.0	1.0	16.0			45.6608129545608
5143	2.0	0.0	0.0	0.0	11.0	0.0	0.0	15.0			45.64348191467836
3778	3.0	8.0	0.0	0.0	3.0	0.0	3.0	2.0			45.64348191467836
6331	8.0	17.0	0.0	0.0	0.0	0.0	9.0	0.0			45.524899281591786
5339	2.0	2.0	0.0	0.0	2.0	0.0	9.0	0.0			45.524899281591786
6546	0.0	16.0	0.0	0.0	12.0	0.0	0.0	25.0			45.4057121675225
1794	3.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0			45.3829019089833
2094	0.0	0.0	0.0	2.0	3.0	0.0	0.0	2.0			45.3829019089833
3655	3.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0			45.3829019089833
10085	0.0	15.0	0.0	2.0	0.0	0.0	0.0	5.0			45.38290190898329
6530	0.0	0.0	0.0	0.0	26.0	0.0	0.0	17.0			45.38290190898329
2114	3.0	0.0	0.0	0.0	14.0	0.0	0.0	11.0			45.320789308990506
10662	0.0	2.0	0.0	0.0	0.0	0.0	6.0	4.0			45.2830313601707
8326	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0			45.2830313601707
5182	4.0	6.0	0.0	2.0	6.0	0.0	0.0	0.0			45.24204752414981
10810	32.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0			45.208425029730215
3529	0.0	0.0	0.0	0.0	28.0	0.0	0.0	16.0			45.16861259049453
5034	0.0	8.0	0.0	0.0	16.0	0.0	0.0	21.0			45.07649125386424
4952	0.0	0.0	0.0	0.0	7.0	7.0	0.0	3.0			45.054566736396445
3726	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0			45.054566736396445
2117	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0			45.054566736396445
3712	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0			45.054566736396445
9942	0.0	0.0	0.0	0.0	8.0	0.0	0.0	29.0			44.99809670330265
9095	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0			44.93598410330986
4656	9.0	23.0	0.0	0.0	3.0	0.0	0.0	13.0			44.83497056672227
3506	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0			44.79398673070138
6284	0.0	12.0	0.0	5.0	0.0	0.0	0.0	0.0			44.79398673070138
3287	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0			44.79398673070138
2484	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0			44.79398673070138
5945	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0			44.79398673070138
7689	3.0	6.0	0.0	0.0	3.0	0.0	0.0	21.0			44.77336814478207
3014	5.0	23.0	0.0	0.0	9.0	0.0	4.0	0.0			44.61329149762201
7062	2.0	26.0	0.0	0.0	9.0	0.0	2.0	2.0			44.47129412501353
7015	9.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0			44.47129412501353
10405	2.0	1.0	0.0	0.0	9.0	0.0	2.0	2.0			44.47129412501353
1546	5.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0			44.47129412501352
2279	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0			44.38690977327383
3686	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0			44.38690977327383
10723	0.0	0.0	0.0	0.0	8.0	0.0	0.0	27.0			44.30816798843314
4554	3.0	5.0	0.0	0.0	8.0	0.0	0.0	13.0			44.30816798843314
2397	0.0	0.0	0.0	0.0	28.0	0.0	2.0	2.0			44.30178636663511
5417	6.0	3.0	0.0	0.0	0.0	0.0	9.0	0.0			44.26832714018725
5431	5.0	19.0	0.0	0.0	7.0	0.0	0.0	11.0			44.205071552419454
4969	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0			44.1665846874966
1737	3.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0			44.12632976757877
10271	0.0	1.0	0.0	2.0	6.0	0.0	0.0	1.0			44.12632976757876
9456	4.0	5.0	0.0	0.0	7.0	0.0	0.0	12.0			44.09389084518504
6082	4.0	3.0	0.0	0.0	5.0	0.0	0.0	14.0			44.08648891933288
6034	0.0	0.0	0.0	1.0	12.0	0.0	0.0	3.0			44.016369912505226
7449	0.0	8.0	0.0	0.0	4.0	0.0	10.0	0.0			44.01561865414606
9680	0.0	4.0	0.0	0.0	4.0	0.0	2.0	6.0			43.98547538274528
3380	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0			43.94449154672439
2226	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0			43.94449154672439
2141	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0			43.94449154672439
3955	0.0	3.0	0.0	2.0	0.0	0.0	2.0	0.0			43.94449154672439
1412	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0			43.94449154672439
9550	0.0	8.0	0.0	2.0	0.0	0.0	2.0	0.0			43.94449154672439
3346	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0			43.94449154672439
8943	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0			43.94449154672439
8814	0.0	6.0	0.0	0.0	0.0	0.0	3.0	9.0			43.82026634673882
8773	0.0	0.0	0.0	0.0	15.0	0.0	0.0	19.0			43.82026634673881
3433	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0			43.61615637413754
6289	0.0	0.0	0.0	0.0	16.0	0.0	0.0	18.0			43.610456511945486
3935	0.0	4.0	0.0	2.0	0.0	4.0	0.0	0.0			43.559686341043744
3786	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0			43.559686341043744
5531	6.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0			43.55474562917927
1834	2.0	0.0	0.0	1.0	6.0	0.0	0.0	2.0			43.53741458929685
6538	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0			43.35557636844247
1444	7.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0			43.35557636844247
9210	0.0	23.0	0.0	0.0	5.0	0.0	2.0	5.0			43.35557636844247
3617	0.0	0.0	0.0	1.0	4.0	5.0	0.0	0.0			43.29346376844968
7226	6.0	0.0	0.0	0.0	9.0	0.0	0.0	8.0			43.214721983609
9957	0.0	6.0	0.0	0.0	0.0	0.0	6.0	3.0			43.05159584702861
5974	3.0	2.0	0.0	0.0	0.0	1.0	6.0	0.0			43.05159584702861
9199	0.0	9.0	0.0	0.0	0.0	3.0	6.0	0.0			43.05159584702861
4899	7.0	3.0	0.0	0.0	13.0	6.0	0.0	0.0			43.0515958470286
4140	0.0	2.0	0.0	0.0	0.0	0.0	10.0	1.0			42.89990089757501
4377	4.0	0.0	0.0	0.0	12.0	0.0	0.0	8.0			42.84418212284038
9312	2.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0			42.82991677792835
3593	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0			42.76666119016056
4424	2.0	2.0	0.0	0.0	0.0	0.0	11.0	0.0			42.76666119016056
