SOURCE,EXTERNAL_ID,PMCID,DOI,AUTHORS,PUBLICATION_YEAR,PUBLICATION_MONTH,TITLE,JOURNAL,VOLUME,ISSUE,PAGE_INFO,PUBLISHER,TIMES_CITED,GRANTS,OPEN_ACCESS,LICENSE,FIRST_PUB_DATE (dd/mm/yyyy),EMBARGO_DATE (dd/mm/yyyy),IN_EPMC,EPMC_AUTH_MAN
MED,36792753,PMC10064077,10.1038/s41583-023-00675-z,"Vanderhaeghen, Pierre; Polleux, Franck",2023,4,Developmental mechanisms underlying the evolution of human cortical circuits.,"Nat Rev Neurosci",24,"4","213-232",,0,"""NINDS NIH HHS"":""R35 NS127232"",""NINDS NIH HHS"":""R01 NS067557""",N,,2023-02-15,2023-05-01,Y,N
MED,36964161,PMC10039056,10.1038/s41467-023-37352-9,"Yu, Yalin; Qiu, Yue; Li, Gen; Zhang, Kaiwei; Bo, Binshi; Pei, Mengchao; Ye, Jingjing; Thompson, Garth J; Cang, Jing; Fang, Fang; Feng, Yanqiu; Duan, Xiaojie; Tong, Chuanjun; Liang, Zhifeng",2023,3,Sleep fMRI with simultaneous electrophysiology at 9.4 T in male mice.,"Nat Commun",14,"1","1651",,1,"""the National Science and Technology Innovation 2030 Major Progra"":""ID_NOT_SUPPLIED""",Y,cc by,2023-03-24,,Y,N
MED,36260675,PMC9581484,10.1126/sciadv.abq2022,"Warrington, Shaun; Thompson, Elinor; Bastiani, Matteo; Dubois, Jessica; Baxter, Luke; Slater, Rebeccah; Jbabdi, Saad; Mars, Rogier B; Sotiropoulos, Stamatios N",2022,10,Concurrent mapping of brain ontogeny and phylogeny within a common space: Standardized tractography and applications.,"Sci Adv",8,"42","eabq2022",,2,"""European Research Council"":""101000969"",""Biotechnology and Biological Sciences Research Council"":""BB/N019814/1"",""Wellcome Trust"":""203139/Z/16/Z"",""Wellcome Trust"":""217266/Z/19/Z""",Y,cc by,2022-10-19,,Y,N
MED,34557672,PMC8455340,10.1093/texcom/tgab055,"Iidaka, Tetsuya",2021,,Fluctuations in Arousal Correlate with Neural Activity in the Human Thalamus.,"Cereb Cortex Commun",2,"3","tgab055",,0,"""JSPS"":""18K07347""",Y,cc by,2021-09-01,,Y,N
MED,33013340,PMC7461790,10.3389/fncom.2020.00074,"Yamakawa, Hiroshi",2020,,Revealing the Computational Meaning of Neocortical Interarea Signals.,"Front Comput Neurosci",14,"","74",,0,"""Japan Society for the Promotion of Science"":""JP17H06315""",Y,cc by,2020-08-18,,Y,N
MED,34819842,PMC8606408,10.3389/fnsys.2021.760311,"Higo, Noriyuki",2021,,Non-human Primate Models to Explore the Adaptive Mechanisms After Stroke.,"Front Syst Neurosci",15,"","760311",,4,"""Ministry of Education, Culture, Sports, Science and Technology"":""ID_NOT_SUPPLIED""",Y,cc by,2021-11-08,,Y,N
MED,35095430,PMC8795914,10.3389/fnana.2021.778769,"Agaronyan, Artur; Syed, Raeyan; Kim, Ryan; Hsu, Chao-Hsiung; Love, Scott A; Hooker, Jacob M; Reid, Alicia E; Wang, Paul C; Ishibashi, Nobuyuki; Kang, Yeona; Tu, Tsang-Wei",2021,,A Baboon Brain Atlas for Magnetic Resonance Imaging and Positron Emission Tomography Image Analysis.,"Front Neuroanat",15,"","778769",,2,"""NHLBI NIH HHS"":""R01 HL146670"",""NHLBI NIH HHS"":""R01 HL139712"",""NIH HHS"":""S10 OD023517""",Y,cc by,2022-01-14,,Y,N
MED,35412910,PMC9169786,10.1073/pnas.2119868119,"Charbonneau, Joey A; Maister, Lara; Tsakiris, Manos; Bliss-Moreau, Eliza",2022,4,Rhesus monkeys have an interoceptive sense of their beating hearts.,"Proc Natl Acad Sci U S A",119,"16","e2119868119",,2,"""European Research Council"":""724537"",""UC | University of California, Davis"":""Chancellor&apos;&apos;&apos;&apos;s Fellowship"",""NIH HHS"":""P51 OD011107"",""National Institutes of Health Office of the Director"":""P51OD011107""",Y,cc by-nc-nd,2022-04-11,,Y,N
MED,35633376,PMC9826644,10.1007/s00259-022-05825-6,"Rossano, Samantha; Toyonaga, Takuya; Berg, Eric; Lorence, Isabella; Fowles, Krista; Nabulsi, Nabeel; Ropchan, Jim; Li, Songye; Ye, Yunpeng; Felchner, Zachary; Kukis, David; Huang, Yiyun; Benveniste, Helene; Tarantal, Alice F; Groman, Stephanie; Carson, Richard E",2022,9,Imaging the fetal nonhuman primate brain with SV2A positron emission tomography (PET).,"Eur J Nucl Med Mol Imaging",49,"11","3679-3691",,1,"""NHLBI NIH HHS"":""R24 HL085794"",""Foundation for the National Institutes of Health"":""S10 OD016261"",""NCATS NIH HHS"":""UL1 TR001863"",""NIH HHS"":""P51 OD011107"",""NCRR NIH HHS"":""S10 RR025063"",""NCRR NIH HHS"":""S10 RR029245"",""NIH HHS"":""U42 OD027094"",""NIMH NIH HHS"":""R21 MH120615"",""Foundation for the National Institutes of Health"":""S10 RR029245"",""NIH HHS"":""S10 OD016261"",""Foundation for the National Institutes of Health"":""S10 RR025063""",N,,2022-05-28,,Y,N
MED,35533188,PMC9084534,10.1371/journal.pntd.0010081,"Williams, Janice A; Long, Simon Y; Zeng, Xiankun; Kuehl, Kathleen; Babka, April M; Davis, Neil M; Liu, Jun; Trefry, John C; Daye, Sharon; Facemire, Paul R; Iversen, Patrick L; Bavari, Sina; Pitt, Margaret L; Nasar, Farooq",2022,5,Eastern equine encephalitis virus rapidly infects and disseminates in the brain and spinal cord of cynomolgus macaques following aerosol challenge.,"PLoS Negl Trop Dis",16,"5","e0010081",,0,"""Medical Countermeasure Systems-Joint Vaccine Acquisition Program"":""A5XA0A7444182001""",Y,cc0,2022-05-09,,Y,N
MED,34799409,PMC8704423,10.1523/eneuro.0451-21.2021,"Gnanateja, G Nike; Rupp, Kyle; Llanos, Fernando; Remick, Madison; Pernia, Marianny; Sadagopan, Srivatsun; Teichert, Tobias; Abel, Taylor J; Chandrasekaran, Bharath",2021,,Frequency-Following Responses to Speech Sounds Are Highly Conserved across Species and Contain Cortical Contributions.,"eNeuro",8,"6","ENEURO.0451-21.2021",,6,"""National Institute of Health"":""R01-DC017141"",""National Institute of Health"":""RF1-MH114223"",""National Institute of Health"":""R01-DC013315""",Y,cc by,2021-11-01,,Y,N
MED,36979674,PMC10045296,10.3390/biomedicines11030696,"Neto, Ana Catarina; Santos-Pereira, Mariana; Abreu-Mendes, Pedro; Neves, Delminda; Almeida, Henrique; Cruz, Francisco; Charrua, Ana",2023,2,The Unmet Needs for Studying Chronic Pelvic/Visceral Pain Using Animal Models.,"Biomedicines",11,"3","696",,0,"""European Union"":""Horizon 2020 research and innovation programme"",""European Federation of Pharmaceutical Industries and Associations"":""N/A"",""Innovative Medicines Initiative"":""777500""",Y,cc by,2023-02-24,,Y,N
MED,35289367,PMC9890457,10.1093/cercor/bhac102,"Koppel, Lina; Novembre, Giovanni; Kämpe, Robin; Savallampi, Mattias; Morrison, India",2023,1,Prediction and action in cortical pain processing.,"Cereb Cortex",33,"3","794-810",,2,"""Distinguished Young Investigator"":""FYF-2013-687""",Y,cc by,2023-01-01,,Y,N
MED,35865329,PMC9294137,10.3389/frobt.2022.951293,"Loeb, Gerald E",2022,,Developing Intelligent Robots that Grasp Affordance.,"Front Robot AI",9,"","951293",,1,"""European Research Council"":""ID_NOT_SUPPLIED""",Y,cc by,2022-07-05,,Y,N
MED,35534454,PMC9085871,10.1038/s41467-022-29886-1,"Valk, Sofie L; Xu, Ting; Paquola, Casey; Park, Bo-Yong; Bethlehem, Richard A I; Vos de Wael, Reinder; Royer, Jessica; Masouleh, Shahrzad Kharabian; Bayrak, Şeyma; Kochunov, Peter; Yeo, B T Thomas; Margulies, Daniel; Smallwood, Jonathan; Eickhoff, Simon B; Bernhardt, Boris C",2022,5,Genetic and phylogenetic uncoupling of structure and function in human transmodal cortex.,"Nat Commun",13,"1","2341",,7,"""NIMH NIH HHS"":""R01 MH074457"",""NIMH NIH HHS"":""R01 MH081218"",""NIMH NIH HHS"":""U54 MH091657"",""CIHR"":""FDN-154298"",""NIH HHS"":""S10 OD023696"",""NIMH NIH HHS"":""R21 MH084126"",""NIBIB NIH HHS"":""R01 EB015611"",""NIMH NIH HHS"":""R01 MH094639"",""NIMH NIH HHS"":""RF1 MH123163"",""NIMH NIH HHS"":""R01 MH083246""",Y,cc by,2022-05-09,,Y,N
MED,35890331,PMC9323200,10.3390/pharmaceutics14071435,"Griggs, Devon J; Garcia, Aaron D; Au, Wing Yun; Ojemann, William K S; Johnson, Andrew Graham; Ting, Jonathan T; Buffalo, Elizabeth A; Yazdan-Shahmorad, Azadeh",2022,7,Improving the Efficacy and Accessibility of Intracranial Viral Vector Delivery in Non-Human Primates.,"Pharmaceutics",14,"7","1435",,1,"""NIH HHS"":""OD010425"",""NIH HHS"":""NS107609"",""National Institutes of Health"":""OD010425"",""NIH HHS"":""P51 OD010425"",""NINDS NIH HHS"":""R01 NS119395"",""NINDS NIH HHS"":""R01 NS116464"",""NIH HHS"":""R01 NS116464-01"",""National Institutes of Health"":""R01 NS116464-01"",""NIH HHS"":""R01 NS119395"",""National Institutes of Health"":""R01 NS119395"",""NIH HHS"":""U42 OD011123"",""National Institutes of Health"":""NS107609"",""NINDS NIH HHS"":""U19 NS107609""",Y,cc by,2022-07-08,,Y,N
MED,37075119,PMC10115413,10.1126/sciadv.adf4888,"Blesa, Javier; Pineda-Pardo, José A; Inoue, Ken-Ichi; Gasca-Salas, Carmen; Balzano, Tiziano; Del Rey, Natalia López-González; Reinares-Sebastián, Alejandro; Esteban-García, Noelia; Rodríguez-Rojas, Rafael; Márquez, Raquel; Ciorraga, María; Del Álamo, Marta; García-Cañamaque, Lina; Ruiz de Aguiar, Santiago; Rachmilevitch, Itay; Trigo-Damas, Inés; Takada, Masahiko; Obeso, José A",2023,4,BBB opening with focused ultrasound in nonhuman primates and Parkinson's disease patients: Targeted AAV vector delivery and PET imaging.,"Sci Adv",9,"16","eadf4888",,1,"",Y,cc by-nc,2023-04-19,,Y,N
MED,35202614,PMC8940704,10.1016/j.jneumeth.2022.109530,"Heffernan, Kate S; Rahman, Kazi; Smith, Yoland; Galvan, Adriana",2022,4,Characterization of the GfaABC1D promoter to selectively target astrocytes in the rhesus macaque brain.,"J Neurosci Methods",372,"","109530",,2,"""NIH HHS"":""P51 OD011132"",""NINDS NIH HHS"":""P50 NS123103"",""NINDS NIH HHS"":""T32 NS096050""",N,,2022-02-22,2023-04-15,Y,N
MED,31685634,PMC6876194,10.1073/pnas.1913092116,"Halgren, Mila; Ulbert, István; Bastuji, Hélène; Fabó, Dániel; Erőss, Lorand; Rey, Marc; Devinsky, Orrin; Doyle, Werner K; Mak-McCully, Rachel; Halgren, Eric; Wittner, Lucia; Chauvel, Patrick; Heit, Gary; Eskandar, Emad; Mandell, Arnold; Cash, Sydney S",2019,11,The generation and propagation of the human alpha rhythm.,"Proc Natl Acad Sci U S A",116,"47","23772-23782",,78,"""Hungarian National Brain Research Program"":""EU FP7 600925"",""Hungarian Government"":""KTIA-NAP 13-1- 2013-0001"",""NIBIB NIH HHS"":""R01 EB009282"",""NIMH NIH HHS"":""R01 MH099645"",""Hungarian National Brain Research Program"":""KTIA_13_NAP-A-IV/1- 4"",""NINDS NIH HHS"":""R01 NS062092"",""HHS | National Institutes of Health"":""K24-NS-088568"",""DOD | United States Navy | Office of Naval Research"":""N00014-13-1-0672"",""Hungarian Government"":""OTKA PD101754"",""HHS | National Institutes of Health"":""R01-MH-099645"",""Hungarian Government"":""OTKA K119443"",""HHS | National Institutes of Health"":""R01-EB-009282"",""HHS | National Institutes of Health"":""R01-NS-062092"",""Hungarian National Brain Research Program"":""6"",""NINDS NIH HHS"":""K24 NS088568""",N,,2019-11-04,2020-05-04,Y,N
MED,35129226,PMC8957571,10.1002/mrm.29181,"Gu, Yuning; Wang, Lulu; Yang, Hongyi; Wu, Yun; Kim, Kihwan; Zhu, Yuran; Androjna, Charlie; Zhu, Xiaofeng; Chen, Yong; Zhong, Kai; Yu, Xin",2022,6,Three-dimensional high-resolution T<sub>1</sub> and T<sub>2</sub> mapping of whole macaque brain at 9.4 T using magnetic resonance fingerprinting.,"Magn Reson Med",87,"6","2901-2913",,0,"""NIBIB NIH HHS"":""R01 EB023704"",""Ministry of Science and Technology of the People&apos;s Republic of China"":""2018YFE0205700"",""National Institutes of Health"":""R01 EB23704""",N,,2022-02-07,2023-06-01,Y,N
MED,35769971,PMC9233902,10.1093/texcom/tgac022,"Goda, Naokazu; Hasegawa, Taku; Koketsu, Daisuke; Chiken, Satomi; Kikuta, Satomi; Sano, Hiromi; Kobayashi, Kenta; Nambu, Atsushi; Sadato, Norihiro; Fukunaga, Masaki",2022,,Cerebro-cerebellar interactions in nonhuman primates examined by optogenetic functional magnetic resonance imaging.,"Cereb Cortex Commun",3,"2","tgac022",,1,"""Japan Society for the Promotion of Science"":""19K22985"",""Japan Society for the Promotion of Science"":""20K06933"",""Japan Agency for Medical Research and Development"":""JP18dm0307005"",""Japan Society for the Promotion of Science"":""19KK0193"",""Japan Agency for Medical Research and Development"":""JP21dm0207115"",""Core Research for Evolutional Science and Technology"":""JPMJCR1853""",Y,cc by,2022-05-25,,Y,N
MED,34382115,PMC8778949,10.1007/s00429-021-02360-2,"Rockland, Kathleen S",2021,12,Cytochrome oxidase "blobs": a call for more anatomy.,"Brain Struct Funct",226,"9","2793-2806",,2,"""NIMH NIH HHS"":""R01 MH113257""",N,,2021-08-12,,Y,N
MED,35320026,PMC9054256,10.1152/jn.00004.2022,"Bingham, Clayton S; McIntyre, Cameron C",2022,5,Subthalamic deep brain stimulation of an anatomically detailed model of the human hyperdirect pathway.,"J Neurophysiol",127,"5","1209-1220",,3,"""HHS | NIH | National Institute of Neurological Disorders and Stroke"":""R01 NS105690"",""HHS | NIH | National Institute of Neurological Disorders and Stroke"":""R01 NS119520""",N,,2022-03-23,2023-05-01,Y,N
MED,34780864,PMC8752969,10.1016/j.pneurobio.2021.102186,"Innocenti, Giorgio M; Schmidt, Kerstin; Milleret, Chantal; Fabri, Mara; Knyazeva, Maria G; Battaglia-Mayer, Alexandra; Aboitiz, Francisco; Ptito, Maurice; Caleo, Matteo; Marzi, Carlo A; Barakovic, Muhamed; Lepore, Franco; Caminiti, Roberto",2022,1,The functional characterization of callosal connections.,"Prog Neurobiol",208,"","102186",,6,"""Swiss National Science Foundation"":""175974"",""Swiss National Science Foundation"":""205320""",Y,cc by-nc-nd,2021-11-12,,Y,N
PPR,PPR496572,,10.1101/2022.05.18.492367,"Kupers, Ron; Zhan, Minye; Paré, Samuel; Dricot, Laurence; Vaessen, Maarten; de Gelder, Beatrice",2022,,Brain morphometric changes in congenitally blind subjects: a 7 Tesla MRI study,"",,"","",bioRxiv,0,"""European Research Council"":""295673"",""European Research Council"":""856495""",Y,cc by-nc-nd,2022-05-20,,Y,Y
MED,35943085,PMC9618257,10.1039/d2cc03785h,"Bai, Ping; Yan, Liu; Bagdasarian, Frederick A; Wilks, Moses Q; Wey, Hsiao-Ying; Wang, Changning",2022,8,A positron emission tomography imaging probe selectively targeting the BD1 bromodomain and extra-terminal domain.,"Chem Commun (Camb)",58,"69","9654-9657",,0,"""NIDA NIH HHS"":""R03 DA050860"",""NIA NIH HHS"":""T32 AG066592"",""NIA NIH HHS"":""P30 AG062421""",N,,2022-08-25,,Y,N
MED,36457456,PMC9706438,10.1093/texcom/tgac046,"Matsuda, Kohei; Nagasaka, Kazuaki; Kato, Junpei; Takashima, Ichiro; Higo, Noriyuki",2022,,Structural plasticity of motor cortices assessed by voxel-based morphometry and immunohistochemical analysis following internal capsular infarcts in macaque monkeys.,"Cereb Cortex Commun",3,"4","tgac046",,0,"",Y,cc by,2022-11-08,,Y,N
MED,35950924,PMC9826178,10.1111/jnc.15689,"Guedes, Joana R; Ferreira, Pedro A; Costa, Jéssica M; Cardoso, Ana L; Peça, João",2022,10,Microglia-dependent remodeling of neuronal circuits.,"J Neurochem",163,"2","74-93",,3,"""Fundação Bial"":""ID_NOT_SUPPLIED"",""Fundação para a Ciência e a Tecnologia"":""PTDC/MED‐NEU/5993/2020"",""European Regional Development Fund"":""ID_NOT_SUPPLIED"",""Brain and Behavior Research Foundation"":""ID_NOT_SUPPLIED""",Y,cc by-nc-nd,2022-09-05,,Y,N
MED,36321360,PMC10078604,10.1002/nbm.4866,"Barrett, Rachel L C; Cash, Diana; Simmons, Camilla; Kim, Eugene; Wood, Tobias C; Stones, Richard; Vernon, Anthony C; Catani, Marco; Dell'Acqua, Flavio",2023,3,Tissue optimization strategies for high-quality ex vivo diffusion imaging.,"NMR Biomed",36,"3","e4866",,1,"""Wellcome Trust"":""103759/Z/14/Z"",""Medical Research Council"":""MR/N026063/1"",""Wellcome Trust"":""ID_NOT_SUPPLIED"",""NIHR Maudsley Biomedical Research Centre"":""IS‐BRC‐1215‐20018""",Y,cc by,2022-12-04,,Y,N
MED,36917621,PMC10112891,10.7554/elife.81446,"Kang, Ling; Ranft, Jonas; Hakim, Vincent",2023,3,Beta oscillations and waves in motor cortex can be accounted for by the interplay of spatially structured connectivity and fluctuating inputs.,"Elife",12,"","e81446",,0,"",Y,cc by,2023-03-14,,Y,N
MED,36851596,PMC9959775,10.3390/v15020382,"Reyna, Rachel A; Weaver, Scott C",2023,1,Sequelae and Animal Modeling of Encephalitic Alphavirus Infections.,"Viruses",15,"2","382",,0,"",Y,cc by,2023-01-28,,Y,N
MED,35562013,PMC9290753,10.1016/j.brainresbull.2022.05.005,"Aguilar, David D; McNally, James M",2022,7,Subcortical control of the default mode network: Role of the basal forebrain and implications for neuropsychiatric disorders.,"Brain Res Bull",185,"","129-139",,3,"""BLRD VA"":""I01 BX004500"",""NIMH NIH HHS"":""R21 MH125242""",Y,cc by,2022-05-11,,Y,N
MED,31861468,PMC7157709,10.3390/vision4010001,"Rockland, Kathleen S",2019,12,Distinctive Spatial and Laminar Organization of Single Axons from Lateral Pulvinar in the Macaque.,"Vision (Basel)",4,"1","E1",,2,"",Y,cc by,2019-12-18,,Y,N
MED,36647381,PMC9840154,10.1016/j.isci.2022.105866,"Belloir, Tiphaine; Montalgo-Vargo, Sergio; Ahmed, Zabir; Griggs, Devon J; Fisher, Shawn; Brown, Timothy; Chamanzar, Maysamreza; Yazdan-Shahmorad, Azadeh",2023,1,Large-scale multimodal surface neural interfaces for primates.,"iScience",26,"1","105866",,1,"""NIH HHS"":""P51 OD010425"",""NINDS NIH HHS"":""R01 NS119395"",""NIBIB NIH HHS"":""T32 EB029365"",""NIH HHS"":""U42 OD011123"",""NINDS NIH HHS"":""R01 NS116464""",Y,cc by-nc-nd,2022-12-26,,Y,N
MED,34870927,PMC8631166,10.1097/qad.0000000000003055,"Liu, Dan; Liu, Jiaojiao; Xu, Tingting; Qiao, Hongwei; Qi, Yu; Gao, Yuxun; Ailixire; Gao, Lei; Li, Chunlin; Xia, Mingrui; Li, Hongjun",2021,12,Longitudinal trajectories of brain volume in combined antiretroviral therapy treated and untreated simian immunodeficiency virus-infected rhesus macaques.,"AIDS",35,"15","2433-2443",,0,"",Y,cc by-nc-nd,2021-12-01,,Y,N
MED,29322527,,10.1002/cne.24389,"Impieri, Daniele; Gamberini, Michela; Passarelli, Lauretta; Rosa, Marcello G P; Galletti, Claudio",2018,4,Thalamo-cortical projections to the macaque superior parietal lobule areas PEc and PE.,"J Comp Neurol",526,"6","1041-1056",,11,"""Australian Research Council"":""CE140100007""",N,,2018-01-10,,N,N
MED,34374854,PMC8448684,10.1007/s00429-021-02362-0,"Zaborszky, Laszlo",2021,11,Brain Structure and Function: the first 15 years-a retrospective.,"Brain Struct Funct",226,"8","2467-2475",,1,"",Y,cc by,2021-11-01,,Y,N
MED,31220214,,10.1093/cercor/bhz063,"Mohan, Yamni S; Jayakumar, Jaikishan; Lloyd, Errol K J; Levichkina, Ekaterina; Vidyasagar, Trichur R",2019,12,Diversity of Feature Selectivity in Macaque Visual Cortex Arising from a Limited Number of Broadly Tuned Input Channels.,"Cereb Cortex",29,"12","5255-5268",,1,"""Australian National Health and Medical Research Council"":""APP1060610""",N,,2019-12-01,,N,N
MED,36920933,PMC10016658,10.1371/journal.pone.0282087,"Xu, Yangfeng; Christiaen, Emma; De Witte, Sara; Chen, Qinyuan; Peremans, Kathelijne; Saunders, Jimmy H; Vanhove, Christian; Baeken, Chris",2023,,Network analysis reveals abnormal functional brain circuitry in anxious dogs.,"PLoS One",18,"3","e0282087",,0,"""Fonds Wetenschappelijk Onderzoek"":""1S90218N"",""Fonds Wetenschappelijk Onderzoek"":""G011018N""",Y,cc by,2023-03-15,,Y,N
MED,37288008,PMC10242170,10.3389/fnbeh.2023.1217648,"Seitz, Rüdiger J; Angel, Hans-Ferdinand; Paloutzian, Raymond F; Taves, Ann",2023,,Editorial: Credition-An interdisciplinary approach to the nature of beliefs and believing.,"Front Behav Neurosci",17,"","1217648",,0,"",Y,cc by,2023-05-23,,Y,N
MED,34524542,PMC8541979,10.1007/s00429-021-02377-7,"Gamberini, Michela; Passarelli, Lauretta; Filippini, Matteo; Fattori, Patrizia; Galletti, Claudio",2021,12,Vision for action: thalamic and cortical inputs to the macaque superior parietal lobule.,"Brain Struct Funct",226,"9","2951-2966",,4,"""Ministero dell’Istruzione, dell’Università e della Ricerca"":""2017KZNZLN"",""H2020 Future and Emerging Technologies"":""EIC-FETPROACT-2019-951910-MAIA"",""Alma Mater Studiorum - Università di Bologna"":""ID_NOT_SUPPLIED"",""Ministero dell'Istruzione, dell'Università e della Ricerca"":""2017KZNZLN"",""Fondazione Cassa di Risparmio in Bologna"":""Bando Internazionalizzazione 2019""",Y,cc by,2021-09-15,,Y,N
MED,36319893,PMC9905402,10.1007/s12264-022-00968-w,"Mao, Dun",2023,2,Neural Correlates of Spatial Navigation in Primate Hippocampus.,"Neurosci Bull",39,"2","315-327",,0,"",Y,cc by,2022-11-02,,Y,N
MED,31924325,PMC7103554,10.1016/j.biopsych.2019.10.029,"Lakatos, Peter; O'Connell, Monica N; Barczak, Annamaria; McGinnis, Tammy; Neymotin, Samuel; Schroeder, Charles E; Smiley, John F; Javitt, Daniel C",2020,4,The Thalamocortical Circuit of Auditory Mismatch Negativity.,"Biol Psychiatry",87,"8","770-780",,21,"""NIMH NIH HHS"":""R01 MH049334"",""NIDCD NIH HHS"":""R01 DC012947"",""NIMH NIH HHS"":""R01 MH109289"",""Army Research Office"":""ID_NOT_SUPPLIED"",""NIMH NIH HHS"":""P50 MH109429"",""National Institutes of Health"":""ID_NOT_SUPPLIED""",N,cc by-nc-nd,2019-11-09,2021-04-15,Y,N
MED,34524875,,10.1146/annurev-vision-100119-125739,"Disney, Anita A",2021,9,Neuromodulatory Control of Early Visual Processing in Macaque.,"Annu Rev Vis Sci",7,"","181-199",,4,"",N,,2021-09-01,,N,N
MED,32528401,PMC7256190,10.3389/fneur.2020.00441,"Reuss, Stefan; Siebrecht, Elena; Stier, Ulla; Buchholz, Hans-Georg; Bausbacher, Nicole; Schabbach, Nadine; Kronfeld, Andrea; Dieterich, Marianne; Schreckenberger, Mathias",2020,,Modeling Vestibular Compensation: Neural Plasticity Upon Thalamic Lesion.,"Front Neurol",11,"","441",,4,"",Y,cc by,2020-05-22,,Y,N
MED,30020423,PMC6061682,10.1093/brain/awy175,"Grent-'t-Jong, Tineke; Rivolta, Davide; Gross, Joachim; Gajwani, Ruchika; Lawrie, Stephen M; Schwannauer, Matthias; Heidegger, Tonio; Wibral, Michael; Singer, Wolf; Sauer, Andreas; Scheller, Bertram; Uhlhaas, Peter J",2018,8,Acute ketamine dysregulates task-related gamma-band oscillations in thalamo-cortical circuits in schizophrenia.,"Brain",141,"8","2511-2526",,24,"""Medical Research Council"":""MR/L011689/1"",""Medical Research Council"":""MR/N003403/1"",""Medical Research Council"":""ID_NOT_SUPPLIED"",""Neuronale Koordination Forschungsschwerpunkt Frankfurt"":""MR/L011689/1"",""MRC"":""ID_NOT_SUPPLIED""",Y,cc by,2018-08-01,,Y,N
MED,34845232,PMC8630225,10.1038/s41598-021-02270-7,"Janson, AP; Baker, JL; Sani, I; Purpura, KP; Schiff, ND; Butson, CR",2021,11,Selective activation of central thalamic fiber pathway facilitates behavioral performance in healthy non-human primates.,"Sci Rep",11,"1","23054",,2,"""Daedalus Fund for Innovation, Weill Cornell Medicine"":""ID_NOT_SUPPLIED"",""National Institute of Neurological Disorders and Stroke"":""NS111019"",""NINDS NIH HHS"":""R01 NS111019""",Y,cc by,2021-11-29,,Y,N
MED,34063367,PMC8156413,10.3390/brainsci11050639,"Bergeron, David; Obaid, Sami; Fournier-Gosselin, Marie-Pierre; Bouthillier, Alain; Nguyen, Dang Khoa",2021,5,Deep Brain Stimulation of the Posterior Insula in Chronic Pain: A Theoretical Framework.,"Brain Sci",11,"5","639",,8,"""Canadian Institutes of Health Research"":""grant numbers 156128 and 148563"",""Canadian Institutes of Health Research"":""Dang Khoa Nguyen"",""Canadian Institutes of Health Research"":""grant number RGPIN-2016-05216""",Y,cc by,2021-05-15,,Y,N
MED,34151377,PMC8567998,10.1093/cercor/bhab158,"Rembado, Irene; Song, Weiguo; Su, David K; Levari, Ariel; Shupe, Larry E; Perlmutter, Steve; Fetz, Eberhard; Zanos, Stavros",2021,10,Cortical Responses to Vagus Nerve Stimulation Are Modulated by Brain State in Nonhuman Primates.,"Cereb Cortex",31,"12","5289-5307",,5,"""NINDS NIH HHS"":""R01 NS012542"",""NCRR NIH HHS"":""U42 RR016600"",""National Institutes of Health"":""RO1 NS12542"",""National Institutes of Health"":""RR00166""",N,,2021-10-01,2022-06-21,Y,N
MED,33522480,PMC7906600,10.7554/elife.59272,"Jager, Polona; Moore, Gerald; Calpin, Padraic; Durmishi, Xhuljana; Salgarella, Irene; Menage, Lucy; Kita, Yoshiaki; Wang, Yan; Kim, Dong Won; Blackshaw, Seth; Schultz, Simon R; Brickley, Stephen; Shimogori, Tomomi; Delogu, Alessio",2021,2,Dual midbrain and forebrain origins of thalamic inhibitory interneurons.,"Elife",10,"","e59272",,16,"""Engineering and Physical Sciences Research Council"":""1669272"",""Engineering and Physical Sciences Research Council"":""EP/L016737/1"",""Biotechnology and Biological Sciences Research Council"":""BB/R007659/1"",""Engineering and Physical Sciences Research Council"":""EP/J021199/1"",""Biotechnology and Biological Sciences Research Council"":""BB/L020068/1"",""Biotechnology and Biological Sciences Research Council"":""BB/R007020/1""",Y,cc by,2021-02-01,,Y,N
MED,33376156,PMC7896013,10.1523/jneurosci.1475-20.2020,"Borra, Elena; Rizzo, Marianna; Gerbella, Marzio; Rozzi, Stefano; Luppino, Giuseppe",2021,2,Laminar Origin of Corticostriatal Projections to the Motor Putamen in the Macaque Brain.,"J Neurosci",41,"7","1455-1469",,6,"""Ministero dell&apos;Istruzione, dell&apos;Università e della Ricerca"":""2017KZNZLN_002"",""Universitaà di Parma"":""FIL 2019 Quota Incentivante""",N,cc by-nc-sa,2020-12-29,2021-08-17,Y,N
MED,34621231,PMC8490637,10.3389/fneur.2021.674100,"Nakul, Estelle; Bartolomei, Fabrice; Lopez, Christophe",2021,,Vestibular-Evoked Cerebral Potentials.,"Front Neurol",12,"","674100",,3,"""Agence Nationale de la Recherche"":""ID_NOT_SUPPLIED""",Y,cc by,2021-09-21,,Y,N
