INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
2588								10.1093/brain/95.2.347	4632013.0		https://academic.oup.com/brain/article/95/2/347/267590	https://academic.oup.com/brain/article-pdf/95/2/347/744334/95-2-347.pdf	THE ROLE OF THE MASSA INTERMEDIA IN MOTOR PERFORMANCE IN THE RHESUS MONKEY		
2594				N		D		10.2535/ofaj1936.58.3_137	7329638.0		https://www.jstage.jst.go.jp/article/ofaj1936/58/3/58_137/_article	https://www.jstage.jst.go.jp/article/ofaj1936/58/3/58_137/_pdf/-char/en	Arrangement of Pyramidal Tract Fibers in the Internal Capsule of the Rhesus Monkey		
2595								10.1016/0006-8993(80)90992-0	6766786.0		https://linkinghub.elsevier.com/retrieve/pii/0006899380909920	://linkinghub.elsevier.com/	Responses from neurons of the primate spinothalamic tract to electrical stimulation of afferents from the cardiopulmonary region and somatic structures		spinothalamic neurons; cardiopulmonary afferents; pain pathway; somatic afferents;
2597								10.1016/0006-8993(78)90441-9	416882.0		https://linkinghub.elsevier.com/retrieve/pii/0006899378904419	://linkinghub.elsevier.com/	Projections of lateral orbital cortex to sensory relay nuclei in the rhesus monkey		
2599								10.1016/0006-8993(71)90360-x	5001427.0		https://linkinghub.elsevier.com/retrieve/pii/000689937190360X	://linkinghub.elsevier.com/	Dendro-dendritic synapses; including reciprocal synapses; in the ventrolateral nucleus of the monkey thalamus		
2601									104027.0		https://onlinelibrary.wiley.com/resolve/openurl?genre=article&sid=nlm:pubmed&issn=0022-3751&date=1978&volume=284&spage=116P		Chromatic and spatial receptive field properties of cells in the lateral geniculate body of macaques [proceedings]		
2602								10.1159/000101607	7059157.0		https://karger.com/sfn/article/45/3/245/333806/Large-Neurons-in-the-Thalamic-Ventrolateral-Mass	https://karger.com/sfn/article-pdf/45/3/245/2234698/000101607.pdf	Large Neurons in the Thalamic Ventrolateral Mass in Humans and Monkeys		Nucleus ventralis intermedius Vim; Vim thalamotomy; Kinesthetic neurons; Human thalamus; Monkey thalamus; VPLo nucleus; Large neuron; Neural noise; Tremor;
2608						D		10.1016/0006-8993(78)90211-1	414824.0		https://linkinghub.elsevier.com/retrieve/pii/0006899378902111	://linkinghub.elsevier.com/	Lack of blue OFF-center cells in the visual system of the monkey		
2621								10.1016/0006-8993(75)90492-8	811326.0		https://linkinghub.elsevier.com/retrieve/pii/0006899375904928	://linkinghub.elsevier.com/	Autoradiographic evidence for a topographically organized projection from the striate cortex to the lateral geniculate nucleus in the rhesus monkey (Macaca mulatta)		
2625								10.1016/0006-8993(73)90058-9	4196752.0		https://linkinghub.elsevier.com/retrieve/pii/0006899373900589	://linkinghub.elsevier.com/	An ultrastructural study of the termination of afferent fibres within the ventrolateral and centre median nuclei of the monkey thalamus		
2626						D		10.1212/wnl.13.9.793	14064313.0		https://n.neurology.org/content/13/9/793	https://n.neurology.org/content/neurology/13/9/793.full-text.pdf	The lemnisco‐pyramidal intercalary bundle		
2639								10.1152/jn.1982.48.2.318	6981689.0		https://journals.physiology.org/doi/10.1152/jn.1982.48.2.318	https://journals.physiology.org/doi/epdf/10.1152/jn.1982.48.2.318	Deficits in eye position following ablation of monkey superior colliculus; pretectum; and posterior-medial thalamus		
2640									14157007.0	PMC1261280	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261280/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261280/pdf/janat00423-0136.pdf	Further observations on transneuronal degeneration in the lateral geniculate nucleus of the macaque monkey		
2645								10.1016/0006-8993(80)90733-7	6772275.0		https://linkinghub.elsevier.com/retrieve/pii/0006899380907337	://linkinghub.elsevier.com/	Electron microscopic demonstration of thalamic axon terminations on identified commissural neurons in monkey somatic sensory cortex		cerebral cortex; electron microscopy; horseradish peroxidase; commissural projections; thalamocortical degeneration; synaptic organization;
2650				N		D		10.1093/brain/102.1.95	85470.0		https://academic.oup.com/brain/article/102/1/95/360400	https://academic.oup.com/brain/article-pdf/102/1/95/1031903/102-1-95.pdf	DORSAL COLUMN NUCLEI AND ASCENDING SPINAL AFFERENTS IN MACAQUES		
2660						D		10.1159/000141104	13338960.0		https://karger.com/aan/article-abstract/26/4/293/4224/THE-FIBRE-STRUCTURE-OF-THE-CENTRAL-TEGMENTAL-TRACT?redirectedFrom=fulltext		THE FIBRE STRUCTURE OF THE CENTRAL TEGMENTAL TRACT IN MAN; PONGO; HYLOBATES AND MACACA		
2670						D		10.1073/pnas.1207975109	22733739.0	PMC3390867	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3390867/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3390867/pdf/pnas.201207975.pdf	NMDA receptors figure it out		
2671								10.1159/000144183	4208329.0		https://karger.com/aan/article-abstract/87/3/352/7165/Organon-thalamo-chorioidalis-in-the-taenia-thalami?redirectedFrom=fulltext		Organon thalamo-chorioidalis in the taenia thalami of the cat and other mammals		
2677								10.1016/0006-8993(75)90671-x	1139298.0		https://linkinghub.elsevier.com/retrieve/pii/000689937590671X	://linkinghub.elsevier.com/	Spinothalamic cell activity in the monkey during intense nociceptive stimulation: intra-arterial injection of bradykinin into the limbs		
2686						D		10.1016/0006-8993(71)90002-3	4999140.0		https://linkinghub.elsevier.com/retrieve/pii/0006899371900023	://linkinghub.elsevier.com/	Visual field defects after frontal eye-field lesions in monkeys		
2689								10.1093/brain/96.4.757	4204229.0		https://academic.oup.com/brain/article/96/4/757/314317	https://academic.oup.com/brain/article-pdf/96/4/757/893048/96-4-757.pdf	THE PROPAGATION OF FOCAL PAROXYSMAL ACTIVITY IN THE MACACA MULATTA AT BIRTH AND AT 24 MONTHS		
2692						D		10.1016/s0074-7742(08)60742-4	10605646.0		https://linkinghub.elsevier.com/retrieve/pii/S0074774208607424	://linkinghub.elsevier.com/	Stages of Self-Motion Processing in Primate Posterior Parietal Cortex		
2699								10.1016/0006-8993(81)90661-2	7248744.0		https://linkinghub.elsevier.com/retrieve/pii/0006899381906612	://linkinghub.elsevier.com/	Postsynaptic inhibition of primate spinothalamic neurons by stimulation in nucleus raphe magnus		inhibition; spinothalamic neurons; raphe magnus; nociception;
2714				N		D		10.1016/0042-6989(76)90086-9	816081.0		https://linkinghub.elsevier.com/retrieve/pii/0042698976900869	://linkinghub.elsevier.com/	Test flash intensity and variability of fixation by the rhesus monkey		
2728								10.1126/science.2011750	2011750.0		https://www.science.org/doi/10.1126/science.2011750	https://www.science.org/doi/reader/10.1126/science.2011750	Treating Parkinson's Disease with Lesions of the Subthalamic Nucleus		
2731								10.1152/jn.1980.44.1.11	7420130.0		https://journals.physiology.org/doi/10.1152/jn.1980.44.1.11	https://journals.physiology.org/doi/epdf/10.1152/jn.1980.44.1.11	"Activities of neurons in ""motor"" thalamus during control of limb movement in the primate."		
2740								10.1016/0006-8993(77)90146-9	412563.0		https://linkinghub.elsevier.com/retrieve/pii/0006899377901469	://linkinghub.elsevier.com/	Pulvinar lesions in monkeys produce abnormal eye movements during visual discrimination training		
2756								10.1016/0006-8993(80)90328-5	6769540.0		https://linkinghub.elsevier.com/retrieve/pii/0006899380903285	://linkinghub.elsevier.com/	Focal projection of electrophysiologically defined groupings of thalamic cells on the monkey somatic sensory cortex		thalamic recording; isotope injection; autoradiography; monkey somatic sensory; cortex; focal thalamic input;
2759								10.3171/2010.2.jns091744	20367078.0		https://thejns.org/view/journals/j-neurosurg/113/2/article-p240.xml	https://thejns.org/downloadpdf/journals/j-neurosurg/113/2/article-p240.xml	Cannula placement for effective convection-enhanced delivery in the nonhuman primate thalamus and brainstem: implications for clinical delivery of therapeutics		
2772								10.1016/0006-8993(78)90706-0	80251.0		https://linkinghub.elsevier.com/retrieve/pii/0006899378907060	://linkinghub.elsevier.com/	Differential laminar distribution of corticothalamic neurons projecting to the VL and the center median. An HRP study in the cynomolgus monkey		
2784				N		D		10.1126/science.282.5391.1062	9841454.0		https://www.science.org/doi/10.1126/science.282.5391.1062		Long-Term Change of Mind		
2785						D		10.1016/0006-8993(79)91066-7	113048.0		https://linkinghub.elsevier.com/retrieve/pii/0006899379910667	://linkinghub.elsevier.com/	Experimental hemiballism in the monkey produced by unilateral kainic acid lesion in corpus Luysii		
2795				N		D		10.1016/0013-4694(63)90165-2	14128848.0		https://linkinghub.elsevier.com/retrieve/pii/0013469463901652	://linkinghub.elsevier.com/	The effect of pentobarbital on evoked potentials in brain Macaca Mulatta		
2797						D		10.1016/0006-8993(79)90838-2	221067.0		https://linkinghub.elsevier.com/retrieve/pii/0006899379908382	://linkinghub.elsevier.com/	Suppression of nociceptive responses in the primate by electrical stimulation of the brain or morphine administration: behavioral and electrophysiological comparisons		
2805								10.1152/jn.1982.48.2.545	7119862.0		https://journals.physiology.org/doi/10.1152/jn.1982.48.2.545	https://journals.physiology.org/doi/epdf/10.1152/jn.1982.48.2.545	Thalamic basis of place- and modality-specific columns in monkey somatosensory cortex: a correlative anatomical and physiological study		
2807									4624157.0		https://journals.lww.com/anesthesia-analgesia/citation/1972/05000/electrophysiologic_and_behavioral_responses_to.3.aspx	://journals.lww.com/	Electrophysiologic and Behavioral Responses to Ketamine Hydrochloride in the Rhesus Monkey		
2824								10.1016/0921-8696(88)90014-x	3231364.0		https://linkinghub.elsevier.com/retrieve/pii/092186968890014X	://linkinghub.elsevier.com/	Color and luminance contrast as tools for probing the primate retina		
2827								10.1152/jn.1981.45.1.59	7205345.0		https://journals.physiology.org/doi/10.1152/jn.1981.45.1.59	https://journals.physiology.org/doi/epdf/10.1152/jn.1981.45.1.59	Thalamic input to areas 3a and 2 in monkeys.		
2841								10.1016/0006-8993(81)90444-3	6165442.0		https://linkinghub.elsevier.com/retrieve/pii/0006899381904443	://linkinghub.elsevier.com/	Primary and secondary subcortical projections of the monkey visual system. An autoradiographic study		transneuronal transport; autoradiography; visual projection pathway; monkey;
2843								10.1016/0006-8993(74)90045-6	4138677.0		https://linkinghub.elsevier.com/retrieve/pii/0006899374900456	://linkinghub.elsevier.com/	Retrograde thalamic degeneration: observations using a modification of the Fink-Heimer silver impregnation technique		
2860								10.1152/jn.1973.36.3.450	4633362.0		https://journals.physiology.org/doi/10.1152/jn.1973.36.3.450	https://journals.physiology.org/doi/epdf/10.1152/jn.1973.36.3.450	Extrageniculostriate vision in the monkey. V. Role of accessory optic system.		
2862								10.1152/jn.1980.44.3.532	7441314.0		https://journals.physiology.org/doi/10.1152/jn.1980.44.3.532	https://journals.physiology.org/doi/epdf/10.1152/jn.1980.44.3.532	Thalamic relay to motor cortex: afferent pathways from brain stem; cerebellum; and spinal cord in monkeys.		
2865				N		D		10.1089/aid.2014.0029	24697643.0	PMC3976595	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3976595/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3976595/pdf/aid.2014.0029.pdf	TRIM19-Positive and TRIM19-Negative Cells in and Around a Perivascular Cuff of CD68-Positive Macrophages		
2868								10.2170/jjphysiol.34.561	6094894.0		https://www.jstage.jst.go.jp/article/jjphysiol1950/34/4/34_4_561/_article	https://www.jstage.jst.go.jp/article/jjphysiol1950/34/4/34_4_561/_pdf/-char/en	The Olfactory Nervous System of the Old World Monkey		
2881								10.1152/jn.1981.46.5.1102	7299449.0		https://journals.physiology.org/doi/10.1152/jn.1981.46.5.1102	https://journals.physiology.org/doi/epdf/10.1152/jn.1981.46.5.1102	Response properties of single cells in monkey striate cortex during reversible inactivation of individual lateral geniculate laminae.		
2909								10.1152/jn.1981.46.6.1309	7320747.0		https://journals.physiology.org/doi/10.1152/jn.1981.46.6.1309	https://journals.physiology.org/doi/epdf/10.1152/jn.1981.46.6.1309	Inhibitory receptive fields of primate spinothalamic tract cells		
2927								10.1016/0006-8993(77)90344-4	412565.0		https://linkinghub.elsevier.com/retrieve/pii/0006899377903444	://linkinghub.elsevier.com/	The distribution of pulvinar terminals in visual areas 17 and 18 of the monkey		
2931								10.1016/0006-8993(74)90238-8	4414950.0		https://linkinghub.elsevier.com/retrieve/pii/0006899374902388	://linkinghub.elsevier.com/	Origin of spino-thalamic tract in monkeys		
2938								10.1523/jneurosci.03-06-01308.1983	6133921.0	PMC6564604	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6564604/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6564604/pdf/jneuro_3_6_1308.pdf	Somatostatin-like immunoreactivity characterizes neurons of the nucleus reticularis thalami in the cat and monkey		
2941						D		10.1016/0042-6989(91)90143-s	1949635.0		https://linkinghub.elsevier.com/retrieve/pii/004269899190143S	://linkinghub.elsevier.com/	A comment on “Perceptual correlates of magnocellular and parvocellular channels: Seeing form and depth in afterimages”		
2943								10.1016/0006-8993(79)90383-4	110392.0		https://linkinghub.elsevier.com/retrieve/pii/0006899379903834	://linkinghub.elsevier.com/	The cerebellar dentatothalamic connection: terminal field; lamellae; rods and somatotopy		
2944								10.1152/jn.1973.36.1.127	4196202.0		https://journals.physiology.org/doi/10.1152/jn.1973.36.1.127	https://journals.physiology.org/doi/epdf/10.1152/jn.1973.36.1.127	Influence of saccadic eye movements on unit activity in simian lateral geniculate and pregeniculate nuclei.		
2993								10.1016/0042-6989(75)90311-9	1136176.0		https://linkinghub.elsevier.com/retrieve/pii/0042698975903119	://linkinghub.elsevier.com/	Cone systems interaction in single neurons of the lateral geniculate nucleus of the macaque		
3000								10.1016/0006-8993(76)90654-5	813820.0		https://linkinghub.elsevier.com/retrieve/pii/0006899376906545	://linkinghub.elsevier.com/	A projection from the medial pulvinar to the amygdala in primates		
3004								10.7883/yoken1952.27.215	4547313.0		https://www.jstage.jst.go.jp/article/yoken1952/27/4/27_4_215/_article	https://www.jstage.jst.go.jp/article/yoken1952/27/4/27_4_215/_pdf/-char/en	SUPPLEMENT TO THE PATHOGENICITY AND IMMUNOGENICITY OF AN ATTENUATED VACCINIA VIRUS; STRAIN DIs; IN CYNOMOLGUS MONKEYS		
3022						D			418172.0		https://onlinelibrary.wiley.com/resolve/openurl?genre=article&sid=nlm:pubmed&issn=0022-3751&date=1978&volume=276&spage=49P		Reversal of morphological effects of monocular deprivation in monkeys [proceedings]		
3024								10.1007/bf02797376	2436803.0		https://link.springer.com/article/10.1007/BF02797376	https://link.springer.com/content/pdf/10.1007/BF02797376.pdf?pdf=button	Blobs and color vision		Receptive Field; Cytochrome Oxidase; Color Vision; Squirrel Monkey; Striate Cortex;
3028						D		10.1016/0006-8993(75)90644-7	1115988.0		https://linkinghub.elsevier.com/retrieve/pii/0006899375906447	://linkinghub.elsevier.com/	Possible neural basis of brighness magnitude estimations		
3029						D			118246.0		https://onlinelibrary.wiley.com/resolve/openurl?genre=article&sid=nlm:pubmed&issn=0022-3751&date=1979&volume=295&spage=31P		Light adaptation of lateral geniculate nucleus cells in the cat and monkey [proceedings]		
3045								10.1159/000143912	4630524.0		https://karger.com/aan/article-abstract/84/1/76/7020/The-termination-of-optic-fibres-in-the-lateral?redirectedFrom=fulltext		The termination of optic fibres in the lateral geniculate nucleus of some primates. An ultrastructural study		
3053								10.1016/0006-8993(77)90352-3	412566.0		https://linkinghub.elsevier.com/retrieve/pii/0006899377903523	://linkinghub.elsevier.com/	Shock-induced inhibition in the lateral geniculate nucleus of the rhesus monkey		
3120								10.1016/0006-8993(71)90019-9	5001365.0		https://linkinghub.elsevier.com/retrieve/pii/0006899371900199	://linkinghub.elsevier.com/	Disinhibition during waking in motor cortex neuronal chains in cat and monkey		
3131						D		10.1016/0006-8993(72)90495-7	4628637.0		https://linkinghub.elsevier.com/retrieve/pii/0006899372904957	://linkinghub.elsevier.com/	Decar☐ylase activity of the brain capillary walls and parenchyma in the rat; cat and monkey		
3133				N		D	lesion; corticofugal connections of area 8 (frontal eye field) in Macaca mulatta	10.1016/0006-8993(71)90100-4	5002631.0		https://linkinghub.elsevier.com/retrieve/pii/0006899371901004	://linkinghub.elsevier.com/	Corticofugal connections of area 8 (frontal eye field) inMacaca mulatta		
3145								10.1016/0006-8993(78)90276-7	98218.0		https://linkinghub.elsevier.com/retrieve/pii/0006899378902767	://linkinghub.elsevier.com/	Extrageniculostriate vision in the monkey. VI. Visually guided accurate reaching behavior		
3150						D		10.1073/pnas.0504742102	16046539.0	PMC1182445	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182445/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182445/pdf/pnas-0504742102.pdf	A different point of hue		
3158								10.1016/0006-8993(73)90608-2	4347845.0		https://linkinghub.elsevier.com/retrieve/pii/0006899373906082	://linkinghub.elsevier.com/	Cortical interneurons during sleep and waking in freely moving primates		
3168						D		10.1111/j.1600-0404.1981.tb02370.x	6949438.0		https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0404.1981.tb02370.x	https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1600-0404.1981.tb02370.x	Neuronal activity related to long-term memory		
3190						D		10.1016/0006-8993(76)90432-7	816424.0		https://linkinghub.elsevier.com/retrieve/pii/0006899376904327	://linkinghub.elsevier.com/	Short-term response variability of monkey striate neurons		
3216								10.1152/jn.1974.37.5.1093	4370113.0		https://journals.physiology.org/doi/10.1152/jn.1974.37.5.1093	https://journals.physiology.org/doi/epdf/10.1152/jn.1974.37.5.1093	Inhibitory processes and interneuronal apparatus in motor cortex during sleep and waking. II. Recurrent and afferent inhibition of pyramidal tract neurons.		
3226								10.1093/brain/100.4.655	415795.0		https://academic.oup.com/brain/article/100/4/655/283095	https://academic.oup.com/brain/article-pdf/100/4/655/6695388/100-4-655.pdf	SPATIAL RESPONSES TO BRIEF STIMULI BY MONKEYS WITH STRIATE CORTEX ABLATIONS		
3232						D		10.1126/science.8122106	8122106.0		https://www.science.org/doi/10.1126/science.8122106	https://www.science.org/doi/reader/10.1126/science.8122106	Precise Development from Imprecise Rules		
3278						D		10.1212/wnl.22.9.998	4628244.0		https://n.neurology.org/content/22/9/998	https://n.neurology.org/content/neurology/22/9/998.full-text.pdf	The topography of impaired micro vascular perfusion in the primate brain following total circulatory arrest		
3282								10.1016/0006-8993(75)90534-x	809094.0		https://linkinghub.elsevier.com/retrieve/pii/000689937590534X	://linkinghub.elsevier.com/	Correlation of receptive field properties of monkey LGN cells with the conduction velocity of retinal afferent input		
3297						D		10.1016/s0079-6123(08)61317-5	551489.0		https://linkinghub.elsevier.com/retrieve/pii/S0079612308613175	://linkinghub.elsevier.com/	A speculative essay on geniculate lamination and its development		
3298								10.2170/jjphysiol.39.335	2507813.0		https://www.jstage.jst.go.jp/article/jjphysiol1950/39/3/39_3_335/_article	https://www.jstage.jst.go.jp/article/jjphysiol1950/39/3/39_3_335/_pdf/-char/en	Thalamic Mechanism of Pain: Shell Theory of Thalamic Nociception		
3313								10.1016/0006-8993(76)90086-x	817783.0		https://linkinghub.elsevier.com/retrieve/pii/000689937690086X	://linkinghub.elsevier.com/	The regional distribution of a morphine-like factor enkephalin in monkey brain		
3319								10.1016/0006-8993(79)90878-3	90545.0		https://linkinghub.elsevier.com/retrieve/pii/0006899379908783	://linkinghub.elsevier.com/	Demonstration of ocular dominance columns in Nissl-stained sections of monkey visual cortex following enucleation		
3325								10.1523/jneurosci.03-06-01245.1983	6854371.0	PMC6564603	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6564603/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6564603/pdf/jneuro_3_6_1245.pdf	Light and electron microscopic immunocytochemical localization of glutamic acid decarboxylase in monkey geniculate complex: evidence for gabaergic neurons and synapses		
3335								10.1146/annurev.ps.23.020172.002023	4622431.0		https://www.annualreviews.org/doi/10.1146/annurev.ps.23.020172.002023	https://www.annualreviews.org/doi/pdf/10.1146/annurev.ps.23.020172.002023	Color vision		
3353						D		10.1016/0006-8993(74)90416-8	4423575.0		https://linkinghub.elsevier.com/retrieve/pii/0006899374904168	://linkinghub.elsevier.com/	Autoradiographic demonstration of ocular-dominance columns in the monkey striate cortex by means of transneuronal transport		
3356								10.1152/jn.1981.46.6.1285	7320746.0		https://journals.physiology.org/doi/10.1152/jn.1981.46.6.1285	https://journals.physiology.org/doi/epdf/10.1152/jn.1981.46.6.1285	Spinothalamic tract neurons that project to medial and/or lateral thalamic nuclei: evidence for a physiologically novel population of spinal cord neurons		
3367						D		10.1167/iovs.11-7468	21632705.0	PMC3109051	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3109051/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3109051/pdf/z7g3759a.pdf	Author Response: Frequency-Doubling Technology and Parasol Cells		
3383								10.1152/jn.1972.35.2.187	4623918.0		https://journals.physiology.org/doi/10.1152/jn.1972.35.2.187	https://journals.physiology.org/doi/epdf/10.1152/jn.1972.35.2.187	Receptive-field organization of monkey superior colliculus.		
3389								10.1016/0006-8993(79)90319-6	219941.0		https://linkinghub.elsevier.com/retrieve/pii/0006899379903196	://linkinghub.elsevier.com/	Binocular interaction in the lateral geniculate nucleus of the monkey		
3390								10.1016/0301-0082(84)90007-8	6398454.0		https://linkinghub.elsevier.com/retrieve/pii/0301008284900078	://linkinghub.elsevier.com/	Taste responses of cortical neurons		
3391								10.1016/0006-8993(79)90607-3	102413.0		https://linkinghub.elsevier.com/retrieve/pii/0006899379906073	://linkinghub.elsevier.com/	Evidence for the loss of X-cells of the retina after long-term ablation of visual cortex in monkeys		
3398				N		D		10.1016/0006-8993(75)90952-x	1122407.0		https://linkinghub.elsevier.com/retrieve/pii/000689937590952X	://linkinghub.elsevier.com/	The action of the dentate nucleus on the excitability of spinal motoneurons via pathways which do not involve the primary sensorimotor cortex		
3411								10.1152/jn.1983.49.2.406	6834084.0		https://journals.physiology.org/doi/10.1152/jn.1983.49.2.406	https://journals.physiology.org/doi/epdf/10.1152/jn.1983.49.2.406	Inhibition of primate spinothalamic tract neurons by stimulation in ventral posterior lateral (VPLc) thalamic nucleus: possible mechanisms		
3444						D		10.1016/0006-8993(77)90668-0	65201.0		https://linkinghub.elsevier.com/retrieve/pii/0006899377906680	://linkinghub.elsevier.com/	Axonal transport of [3H]adenosine in visual and somatosensory pathways		
3454								10.1146/annurev.ne.02.030179.001303	120129.0		https://www.annualreviews.org/doi/10.1146/annurev.ne.02.030179.001303	https://www.annualreviews.org/doi/pdf/10.1146/annurev.ne.02.030179.001303	Visual areas of the mammalian cerebral cortex		
3457						D		10.1126/science.141.3582.733-a	13991344.0		https://www.science.org/lookup/doi/10.1126/science.141.3582.733-a		Electronarcosis and evoked cortical responses		
3459								10.1111/j.1749-6632.1982.tb50781.x	6953863.0		https://onlinelibrary.wiley.com/doi/10.1111/j.1749-6632.1982.tb50781.x	https://nyaspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1749-6632.1982.tb50781.x	PARALLEL PATHWAYS IN THE MAMMALIAN VISUAL SYSTEM*		
3538								10.1159/000143674	5002401.0		https://karger.com/aan/article-abstract/80/1/58/6994/Degenerative-changes-in-the-optic-terminals-in-the?redirectedFrom=fulltext		Degenerative changes in the optic terminals in the lateral geniculate nucleus of the monkey		
3541								10.1016/0042-6989(80)90115-7	7434593.0		https://linkinghub.elsevier.com/retrieve/pii/0042698980901157	://linkinghub.elsevier.com/	Parallel visual pathways: A review		
3554								10.1016/0006-8993(79)90113-6	88997.0		https://linkinghub.elsevier.com/retrieve/pii/0006899379901136	://linkinghub.elsevier.com/	A difference in [14C]deoxyglucose autoradiographic patterns in striate cortex between Macaca and Saimiri monkeys following monocular stimulation		
3562				N		D		10.1016/0006-8993(68)90089-9	4972653.0		https://linkinghub.elsevier.com/retrieve/pii/0006899368900899	://linkinghub.elsevier.com/	Regional differences in [3H]noradrenaline accumulation in monkey brain (Macaca irus)		
3582								10.1093/brain/102.4.653	116709.0		https://academic.oup.com/brain/article/102/4/653/340712	https://academic.oup.com/brain/article-pdf/102/4/653/974770/102-4-653.pdf	MAPPING OF LOCAL CEREBRAL FUNCTIONAL ACTIVITY BY MEASUREMENT OF LOCAL CEREBRAL GLUCOSE UTILIZATION WITH (14C)DEOXYGLUCOSE1		
3589								10.1007/bf00142518	5000058.0		https://link.springer.com/article/10.1007/BF00142518	https://link.springer.com/content/pdf/10.1007/BF00142518.pdf?pdf=button	Topographical relationships between the anatomy and physiology of the rabbit visual system		Public Health; Visual System; Topographical Relationship;
3598								10.1016/0006-8993(74)90118-8	4211227.0		https://linkinghub.elsevier.com/retrieve/pii/0006899374901188	://linkinghub.elsevier.com/	The cells of origin of the corpus callosum in rat; cat and rhesus monkey		
3610				N		D		10.1212/wnl.23.1.63	4631496.0		https://n.neurology.org/content/23/1/63	https://n.neurology.org/content/neurology/23/1/63.full-text.pdf	Brain uptake of cortisol and cortisone from the CSF and systemic sites		
3613								10.4992/jjpsy.56.365	3522975.0		https://www.jstage.jst.go.jp/article/jjpsy1926/56/6/56_6_365/_article/-char/ja/	https://www.jstage.jst.go.jp/article/jjpsy1926/56/6/56_6_365/_pdf/-char/ja	視覚情報処理の生理心理学 -網膜から前頭連合野へ-		
3623								10.2535/ofaj.87.17	20715568.0		https://www.jstage.jst.go.jp/article/ofaj/87/1/87_1_17/_article	https://www.jstage.jst.go.jp/article/ofaj/87/1/87_1_17/_pdf/-char/en	Retinopetal Neurons Located in the Diencephalon of the Japanese Monkey (Macaca fuscata)		
3700								10.1099/vir.0.79883-0	15448361.0		https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.79883-0	://www.microbiologyresearch.org/	Differential localization of neurons susceptible to enterovirus 71 and poliovirus type 1 in the central nervous system of cynomolgus monkeys after intravenous inoculation		
3750								10.1111/epi.14059	29663353.0		https://onlinelibrary.wiley.com/doi/10.1111/epi.14059	https://onlinelibrary.wiley.com/doi/epdf/10.1111/epi.14059	Positron emission tomography imaging of cerebral glucose metabolism and type 1 cannabinoid receptor availability during temporal lobe epileptogenesis in the amygdala kindling model in rhesus monkeys		
3752								10.1152/jn.1967.30.3.415	4962541.0		https://journals.physiology.org/doi/10.1152/jn.1967.30.3.415	https://journals.physiology.org/doi/epdf/10.1152/jn.1967.30.3.415	Single cell analysis of wavelength discrimination at the lateral geniculate nucleus in the macaque.		
3753								10.1152/jn.00633.2020	33689506.0		https://journals.physiology.org/doi/10.1152/jn.00633.2020	https://journals.physiology.org/doi/epdf/10.1152/jn.00633.2020	Voltage distributions in extracellular brain recordings		
3757						D		10.1097/00000542-198701000-00008	3800033.0		https://pubs.asahq.org/anesthesiology/article/66/1/39/29057/The-Effects-of-Dextrose-Infusion-and-Head-Position	https://pubs.asahq.org/anesthesiology/article-pdf/66/1/39/631795/0000542-198701000-00008.pdf	The Effects of Dextrose Infusion and Head Position on Neurologic Outcome after Complete Cerebral Ischemia in Primates: Examination of a Model		cerebral ischemia; glucose; head position; infusion procedures; primates;
3772								10.1152/jn.1966.29.6.1115	4961644.0		https://journals.physiology.org/doi/10.1152/jn.1966.29.6.1115	https://journals.physiology.org/doi/epdf/10.1152/jn.1966.29.6.1115	Spatial and chromatic interactions in the lateral geniculate body of the rhesus monkey.		
3781									7790956.0		https://jnm.snmjournals.org/content/36/7/1275.long	https://jnm.snmjournals.org/content/jnumed/36/7/1275.full.pdf	Carbon-11-FLB 457: A Radioligand for Extrastriatal D2 Dopamine Receptors		
3812								10.1111/apha.12645	26706280.0		https://onlinelibrary.wiley.com/doi/10.1111/apha.12645	https://onlinelibrary.wiley.com/doi/epdf/10.1111/apha.12645	Longitudinal evaluation of functional connectivity variation in the monkey sensorimotor network induced by spinal cord injury		
