INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
472				MB		D	not focus on connectivity, but orientation of dendritic arbors from intracellularly labeled thalamocortical projection (TCP) neurons	Thalamus; Dendrite; Electrophysiology; Intracellular filling; Somatosensory system;							
176			N	N		D	cerebellothalamic and pallidothalamic projections								
1107				MB		D	seems cortex not involved	eye movements; monkey; rabies; spatial updating; transneuronal; LATERAL INTRAPARIETAL AREA; SACCADE-RELATED ACTIVITY; SUPERIOR COLLICULUS; MACAQUE MONKEY; RABIES VIRUS; ALERT CAT; NUCLEUS-PREPOSITUS; OCULOMOTOR SYSTEM; NEURONAL-ACTIVITY; RHESUS-MONKEY							
79				MB		D	anterograde axonal transport technique of autoradiography	Motor cortex; Premotor cortex; Thalamic nuclei; Cerebellar nuclei; Basal ganglia; Monkey;							
172	N			N		D	a method based on dynamic programming (DP) is introduced to reconstruct fibers pathways								
121				MB		D	full text not available	Corticothalamic connections; Layer V connections; Layer VI connections; Hippocampus; Amygdala;							
164				MB		D		Somatosensory cortex; Claustrum; Putamen; Thalamus; Monkey;							
2752				MB		D									
3001			N	N		D	Projections of the precentral motor cortex and other cortical areas of the frontal lobe to the subthalamic nucleus; thalamus seems not relevant	Monkey; Autoradiography; Subthalamic nucleus; Frontal cortex; Corticofugal projections;							
9507		N		N		D	man								
1054	N			N		D	lesion	GABA; VENTROPOSTERIOR NUCLEUS; DEGENERATION; CYTOCHROME OXIDASE; GABA-IMMUNOREACTIVE NEURONS; SOMATIC SENSORY CORTEX; THALAMIC VPM NUCLEUS; SAIMIRI-SCIUREUS; SQUIRREL-MONKEY; HORSERADISH-PEROXIDASE; DIFFERENT LAYERS; MACAQUE MONKEYS; LATERAL SULCUS; CONNECTIONS							
415			N	N		D	Subcortical afferents to the lateral mediodorsal thalamus, cortex not involved	ventral anterior nucleus; superior colliculus; substantia nigra; claustrum; periaqueductal gray; ventral tegmental area; AP; anteroposterior; CTb; cholera toxin b; FC; frontal cortex; GPi; globus pallidus internal segment; IP; interpeduncular nucleus; MD; mediodorsal nucleus; MDmf; mediodorsal thalamic nucleus; multiform division; MDpc; mediodorsal thalamic nucleus; parvicellular division; RRA; retrorubral area; SC; superior colliculus; SNc; substantia nigra pars compacta; SNcd; substantia nigra dorsal compacta; SNlat; substantia nigra pars lateralis; SNr; substantia nigra pars reticulata; VA; ventral anterior; VAmc; ventral anterior thalamic nucleus; magnocellular division; VTA; ventral tegmental area; ZI; zona incerta;							
1110				MB		D		Primate; Thalamus; Visual cortex; Neuroanatomy; Extrastriate; Monkey;							
88				MB		D									
80				MB		D									
1071				MB		D	galagos, owl monkeys, squirrel monkeys, and macaque monkeys	extrastriate visual cortex; thalamus; pulvinar; superior colliculus; prosimian; LATERAL GENICULATE-NUCLEUS; INFERIOR PULVINAR COMPLEX; SUB-CORTICAL PROJECTIONS; MIDDLE TEMPORAL AREA; MACAQUE MONKEY; SUPERIOR COLLICULUS; HORSERADISH-PEROXIDASE; AOTUS-TRIVIRGATUS; OWL MONKEYS; SUBCORTICAL STRUCTURES							
830				MB		D	full text and abstract not available								
2534	N			N		D	lesion								
74				MB		D									
110				N		D	not about connectivity, but Distribution and properties of GABAB antagonist [3H]CGP 62349 binding in the rhesus monkey thalamus and basal ganglia and the influence of lesions in the reticular thalamic nucleus	quantitative autoradiography; presynaptic GABA receptors; inhibitory circuits; reticulothalamic afferents; primates; AM; anteromedial nucleus; AV; anteroventral nucleus; Bmax; maximum density of binding sites; Cd; caudate; CM; centromedian nucleus; GPl; lateral globus pallidus; GPm; medial globus pallidus; Kd; dissociation constant; LCN; local circuit neurons; LD; laterodorsal nucleus; LH; lateral habenula nucleus; MD; mediodorsal nucleus; MG; medial geniculate complex; MH; medial habenula nucleus; NRT; nucleus reticularis thalami; Pf; parafascicular nucleus; Pul; pulvinar complex; SN; substantia nigra; SNc; substantia nigra pars compacta; SNr; substantia nigra pars reticularis; STN; subthalamic nuclues; VAdc; ventral anterior nucleus pars densicellularis; VAmc; ventral anterior nucleus pars magnocellularis; VL; ventral lateral nucleus; VPl; ventroposterior lateral nucleus; VPm; ventroposterior medial nucleus;							
3597	Y	Y	N	N		D	spinothalamic tract		Y	Y	N	N		D	spinothalamic tract
3403			N	N		D	spinothalamic pathways								
1062		N		N		D	rabbits	LIMBIC SYSTEM; MUSCIMOL; CHOLINERGIC RECEPTORS; ENKEPHALIN RECEPTORS; THALAMIC NUCLEI; CENTRAL NERVOUS-SYSTEM; RETROGRADE AXONAL-TRANSPORT; NUCLEUS SUBMEDIUS; AUTORADIOGRAPHIC LOCALIZATION; RAT-BRAIN; INTRALAMINAR NUCLEI; RHESUS-MONKEY; SPINAL-CORD; EFFERENT CONNECTIONS; AFFERENT CONNECTIONS							
1463		N		N		D	marmoset monkey (Callithrix jacchus)	nonhuman primate; thalamus; extrastriate areas; neuronal tracing; V; synapse; synaptophysin; calcium-binding protein							
1256		N		N		D	rat	anterograde tracing; caudate-putamen; convergence; striatum; thalamus; SOMATIC SENSORY CORTEX; PRIMARY MOTOR CORTEX; SMI BARREL CORTEX; RAT NEOSTRIATUM; MACAQUE MONKEY; SOMATOTOPIC ORGANIZATION; RHESUS-MONKEY; INTRACELLULAR INJECTION; HORSERADISH-PEROXIDASE; CEREBRAL-CORTEX							
3128			N	N		D	spinothalamic tract								
722	N			N		D	Responses of neurons in ventroposterolateral nucleus of primate thalamus to urinary bladder distension	Visceral afferent; Somatic afferent; Nociception; Spinothalamic tract; Thalamocortical neuron;							
1755		N		N		D	squirrel monkeys	TE; Pulvinar; Amygdala; Striatum; Primate;							
928				MB		D	not TT, but using data from cocomac, could be relevant	clustering coefficient; characteristic path length; transmission coefficient; modularity; small-world; brain networks;							
615		N		N		D	owl monkeys (Aotus trivirgatus)								
4	Y	Y	Y	Y		A	Prefrontal and Mediodorsal nucleus		Y	Y	Y	Y		A	Prefrontal and Mediodorsal nucleus
781		N		N		D	squirrel monkeys (Saimiri sciureus) 	Basal ganglia; Thalamus; Globus pallidus; Pallidothalamic connections; Pallidotegmental projections; Pallidohabenular projections; AC; anterior commissure; AS; cerebral aqueduct of Sylvius; CA; central amygdaloid nucleus; CD; caudate nucleus; CM; centromedian thalamic nucleus; DSP; decussation of superior cerebellar peduncle; FX; fornix; GPe; globus pallidus; external segment; GPi; globus pallidus; internal segment; HL; habenula; lateral nucleus; HM; habenula; medial nucleus; IC; internal capsule; LG; lateral geniculate nucleus; LH; lateral hypothalamic area; LP; lateroposterior nucleus; MD; mediodorsal thalamic nucleus; MLF; medial longitudinal fasciculus; OT; optic tract; Pf; parafascicular thalamic nucleus; PH; paraventricular hypothalamic nucleus; PO; pontine nuclei; PPN; pedunculopontine tegmental nucleus; PUT; putamen; R; reticular thalamic nucleus; SI; substantia innominata; SN; substantia nigra; SNc; pars compacta of SN; SNr; pars reticulata of SN; STN; subthalamic nucleus; VA; ventral anterior thalamic nucleus; VL; ventral lateral thalamic nucleus; VP; ventral posterior thalamic nucleus; III; third ventricle;							
2903	N		N	N		D	focus not on connectivity but on Cytochrome oxidase activity in the striate cortex and lateral geniculate nucleus; cytochrome oxidase staining	Monkey; Striate cortex; LGN; Cytochrome oxidase; Development;							
1376				MB		D	Prefrontal cortical projections to longitudinal columns in the midbrain periaqueductal gray, not sure if thalamus is involved	prefrontal cortex; amygdala; Macaca fascicularis; visceral control; autonomic nervous system; emotion; PHASEOLUS-VULGARIS-LEUCOAGGLUTININ; RETROGRADE HORSERADISH-PEROXIDASE; MEDIODORSAL THALAMIC NUCLEUS; BRAIN-STEM INTEGRATION; FINAL COMMON PATHWAY; SUPERIOR COLLICULUS; TOPOGRAPHICAL ORGANIZATION; REPRODUCTIVE-BEHAVIOR; EMOTIONAL EXPRESSION; AFFERENT-PROJECTIONS							
10656				MB	Y	D	looks like a review								
1322				MB		D		axon collaterals; biotinylated dextran amine; divergence; inhibition; intrathalamic; GABA-IMMUNOREACTIVE NEURONS; POSTERIOR PARIETAL CORTEX; INFERIOR PULVINAR; THALAMIC NUCLEI; ACETYLCHOLINESTERASE HISTOCHEMISTRY; NEUROCHEMICAL SUBDIVISIONS; ULTRASTRUCTURAL ANALYSIS; ANTEROGRADE TRACER; ORGANIZATION; PROJECTIONS							
403			N	N		D	medulla oblongata and the spinal cord and thalamus, cortex not involved								
1433		N		N		D	Embryonic Rat	SOMATIC SENSORY CORTEX; PRIMARY VISUAL-CORTEX; CAT FELIS-DOMESTICA; CEREBRAL-CORTEX; SOMATOSENSORY CORTEX; CORTICAL AREAS; RHESUS-MONKEY; THALAMOCORTICAL AFFERENTS; NEOCORTICAL HISTOGENESIS; ASCENDING PATHWAYS							
2878				MB		D									
4417		N		N		D	preterm infants	Preterm birth; Thalamus; Visuocognitive; Functional MR; Probabilistic tractography							
2691	N			N		D	kainic acid and radiofrequency lesions								
603				MB		D									
1774	N			N		D	Inhibition, Spike Threshold, and Stimulus Selectivity; not TT	CROSS-ORIENTATION SUPPRESSION; CATS STRIATE CORTEX; RECEPTIVE-FIELD STRUCTURE; SIMPLE CELLS; MACAQUE V1; DIRECTION SELECTIVITY; SPATIAL-FREQUENCY; CORTICAL-NEURONS; AREA 17; CONTRAST INVARIANCE							
289				MB		D									
1152	Y	Y	N	N		D	TT, but not on TC or CT but studies the cells of LCN in monkey	Horseradish Peroxidase; Spinal cord; Macaca; Saimiri; Cell count;	Y	Y	N	N		D	TT, but not on TC or CT but studies the cells of LCN in monkey
1161		N		N		D	rat	basal forebrain cholinergic system; HRP; Long-Evans rats; nucleus basalis; substantia innominata; RHESUS-MONKEY; VISUOSPATIAL ATTENTION; CEREBRAL-CORTEX; PROJECTIONS; LESIONS; NUCLEUS; ACETYLTRANSFERASE; ORGANIZATION							
1493				N		D		SOMATIC SENSORY CORTEX; PRIMARY MOTOR CORTEX; SMI BARREL CORTEX; RAT NEOSTRIATUM; MACAQUE MONKEY; SOMATOTOPIC ORGANIZATION; RHESUS-MONKEY; INTRACELLULAR INJECTION; HORSERADISH-PEROXIDASE; CEREBRAL-CORTEX							
1321	N			N	Y	D	review	RETINAL GANGLION-CELLS; RETICULARIS TEGMENTI PONTIS; LATERAL GENICULATE-NUCLEUS; STRIATE-RECIPIENT ZONE; DORSAL COLUMN NUCLEI; CORTICOTHALAMIC PROJECTIONS; SUPERIOR COLLICULUS; MACAQUE MONKEY; VISUAL-CORTEX; LAMINAR DISTRIBUTION							
2383	N			N		D	transcranial magnetic stimulation (TMS) in combination with positron emission tomography (PET) 	transcranial magnetic stimulation; positron emission tomography; effective connectivity; fluoromethane; functional neuroimaging; TRANSCRANIAL MAGNETIC STIMULATION; CEREBRAL-BLOOD-FLOW; POSITRON-EMISSION-TOMOGRAPHY; GANGLIA-THALAMOCORTICAL CIRCUITS; DORSOLATERAL PREFRONTAL CORTEX; MACAQUE MONKEY; BASAL GANGLIA; VISUAL-CORTEX; PARTITION-COEFFICIENT; EVOKED POTENTIALS							
387			N	N		D	injections into the superior colliculus	DBPS; dorsal bank of principal sulcus; DLCG; dorsolateral central gray; FEF; frontal eye field; HRP; horseradish peroxidase; MD; mediodorsal nucleus; thalamus; PFC; prefrontal cortex; SI; stratum intermedium; superior colliculus; SO; stratum opticum; SP; stratum profundum; SS; stratum superficialis; SZ; stratum zonale; superior colliculus; TMB; tetramethylbenzidine; VA; ventral anterior nucleus; thalamus; VL; ventral lateral nucleus; thalamus;							
373				MB		D									
986			N	N		D	focus not on connectivity, but on Neurochemical organization of inferior pulvinar complex	visual system; thalamus; calcium binding proteins; lectins; primates; LATERAL GENICULATE-NUCLEUS; DORSOMEDIAL VISUAL AREA; SUPERIOR TEMPORAL SULCUS; SUBCORTICAL CONNECTIONS; CORTICAL CONNECTIONS; PERINEURONAL NETS; OWL MONKEYS; CORTICOTHALAMIC CONNECTIONS; ARCHITECTONIC SUBDIVISIONS; THALAMIC CONNECTIONS							
311				MB		D									
948	N			N		D	spatial and temporal properties of eye position signals in the central thalamus were examined in trained monkeys	efference copy; monkey; neural integrator; single neurons; thalamocortical pathways;							
668	N			N		D									
890	N			N		D	The functional logic of cortico-pulvinar connections.; model								
3134	N			N		D	lesion; not about connectivity	primate; visual cortex; vision; development; dorsal lateral geniculate nucleus;							
1219		N		N		D	dog	AUTORADIOGRAPHY; THALAMUS; SUBSTANTIA-NIGRA; BASAL GANGLIA; VENTROMEDIAL THALAMIC NUCLEUS; VENTRAL TEGMENTAL AREA; NIGRA PARS RETICULATA; SUBSTANTIA NIGRA; BASAL GANGLIA; TOPOGRAPHICAL ORGANIZATION; EFFERENT CONNECTIONS; VISUOMOTOR FUNCTIONS; RHESUS-MONKEY; CAT							
288				MB		D									
3816		N		N		D	Wheat germ agglutinin conjugated to horseradish peroxidase (WGA-HRP) was injected intraocularly in monkeys and rats; Cynomologus monkeys								
1415	N			N		D		Resonating neuron; Apical dendrite; Corticothalamic circuit; Conscious impressions; Aspects of attention; Feelings; Insular cortex; PYRAMIDAL NEURONS; DENDRITIC SPINES; LAYER 6; PREPARATORY ATTENTION; NEOCORTICAL NEURONS; ANTERIOR INSULA; RHESUS-MONKEY; PULVINAR; ORGANIZATION; OSCILLATIONS							
1211	N	N		N		D	humans, not TT	CEREBRAL BLOOD-FLOW; POSITRON EMISSION TOMOGRAPHY; NIGRA PARS RETICULATA; SUPPLEMENTARY MOTOR AREA; OCULOMOTOR FUNCTIONS; RHESUS-MONKEY; CORTICOSPINAL PROJECTIONS; NEURONAL RESPONSES; GUIDED SACCADES; ANATOMY							
491				MB		D	full text and abstract not available, seem relevant from the title								
602				MB		D									
1304				MB		D	Direct projections from the extrathalamic forebrain structures to the neocortex; thalamus seems not involved								
444				MB		D		motor cortex; larynx area; vocal fold control; thalamus; phonation; neuroanatomy;							
4287	N	N		N		D	following early loss of vision; short-tailed opossums; lesion	S; bilateral enucleates; multisensory plasticity; marsupials; RRID AB; RRID AB							
1213		N		N		D	marmoset monkey	claustrum; cognition; connectivity; limbic; prefrontal cortex; primate; thalamus; MEDIAL PREFRONTAL CORTEX; MIDBRAIN PERIAQUEDUCTAL GRAY; RHESUS-MONKEY; CALLITHRIX-JACCHUS; MACAQUE MONKEY; MEDIODORSAL NUCLEUS; TOPOGRAPHIC ORGANIZATION; ORBITOFRONTAL CORTEX; SUPERIOR COLLICULUS; COMMON MARMOSET							
77				MB		D									
2549	N			N		D	Cell Sparse Zones	Cell sparse zone; Vim nucleus; VPLo nucleus; VLs nucleus; Kinesthetic neuron; Tremor;							
273	N			N		D									
2796	N			N		D	Thalamic lesions were made electrolytically; electron microscope study	Electron Microscope; Microscope Study; Motor Cortex; Electron Microscope Study; Pyramidal Cell;							
976				MB		D	projections from the anterior pole of the nucleus reticularis thalami (NRT) to subdivisions of the motor thalamus	inhibitory synapses; GABA-immunoreactivity; ventrolateral nucleus; ventral anterior nucleus; interneurons; LATERAL GENICULATE-NUCLEUS; MACACA-MULATTA THALAMUS; POSTERIOR MEDIAL THALAMUS; TMB REACTION-PRODUCT; HORSERADISH-PEROXIDASE; FINE-STRUCTURE; MAGNOCELLULAR SUBDIVISION; SYNAPTIC ORGANIZATION; VISUAL SECTOR; CELL-TYPES							
54				MB		D									
1323	N			N		D	Development of the calcium-binding proteins parvalbumin and calbindin	IMMUNOCYTOCHEMISTRY; VISION; MACAQUE; CALCIUM; nan							
351				MB		D		mesial area ; horseradish peroxidase; thalamus; basal ganglia; claustrum; monkey;							
1930	N			N		D	laminar connectivity; not TT	Anterograde; Distributed; Feedback; Feedforward; Inputs; Interneurons; Projections; LOCAL CIRCUIT NEURONS; MACAQUE MONKEY; CORTICAL CONNECTIONS; STRIATE CORTEX; AREA-MT; PREFRONTAL CORTEX; PYRAMIDAL NEURONS; VISUAL-CORTEX; ANATOMICAL ORGANIZATION; MODULAR ORGANIZATION							
1348	N			N		D		SPINAL-CORD-INJURY; PHANTOM-LIMB PAIN; TRANSGANGLIONIC DEGENERATIVE ATROPHY; MASSIVE CORTICAL REORGANIZATION; LARGE-SCALE REORGANIZATION; ADULT MACAQUE MONKEYS; CELL DENDRITIC TREES; BRAIN-STEM; VERTEX ANALYSIS; NERVE TRANSECTION							
58				MB		D									
402	N			N		D									
2510			N	N		D	subcortical afferents to pulvinar								
1991				MB	Y	A/D	Review, seems relevant and can be useful	Cortical columns; Distributed; Feedback; Divergence; Feedforward; Cortical layers; Multi-scale; Trajectory;				N		A	Review
2012		N		N		D	squirrel monkeys	globus pallidus; Parkinson's disease; pallidotomy; deep brain stimulation; ansa lenticularis; lenticular fasciculus; PRIMATE SUBTHALAMIC NUCLEUS; ADVANCED PARKINSONS-DISEASE; POSTERIOR GPI PALLIDOTOMY; GLOBUS-PALLIDUS NEURONS; BASAL GANGLIA; CORTICOSTRIATAL PROJECTIONS; FUNCTIONAL-ORGANIZATION; SQUIRREL-MONKEY; MACAQUE MONKEY; RHESUS-MONKEY							
1510	Y	Y				D	Heterogeneous afferents to the inferior parietal lobule including thalamus	ELECTRICAL OSCILLATIONS; EVOKED-POTENTIALS; AWAKE MACAQUE; HIPPOCAMPUS; COMPONENTS; NEOCORTEX; NEURONS; DISCHARGES; MECHANISMS; RESPONSES							
728			N	N		D	Prefrontal cortical projections to the hypothalamus								
1496		N		N		D	squirrel monkeys	CALBINDIN-D28K; PARVALBUMIN; THALAMUS; VISUAL CORTEX; PRIMATES; LATERAL GENICULATE-NUCLEUS; MARMOSET CALLITHRIX-JACCHUS; SUB-CORTICAL PROJECTIONS; BEHAVING RHESUS-MONKEY; MACAQUE MONKEY; SUPERIOR COLLICULUS; STRIATE CORTEX; INFERIOR PULVINAR; OWL MONKEY; AOTUS-TRIVIRGATUS							
534				MB		D									
760	N			N		D	Local Circuit Processing; Neurotransmitter Mechanisms								
204		N		N		D	... in the human thalamus	spinothalamic tract; posterior complex; calbindin; calcitonin gene-related peptide; substance P;							
258				MB		D									
3650				MB		D	Book chapter about Connectivity of the Pulvinar, I think it’s very relevant review	Neuroanatomical Tracing Techniques; Macaque Monkey; Lower Visual Field Representation; Gattass; Inferior Pulvinar;							
5953		N		N		D	galago (Otolemur garnetti)	primate; cortical areas; visual cortex; motor cortex; somatosensory cortex; auditory cortex; prosimian							
844		N		N		D	marmoset monkey (Callithrix jacchus)								
2548			N	N		D	Retinal projections to the pulvinar nucleus	Retinal projection; Inferior pulvinar; Monkey; Autoradiographic method;							
3997	N			N		D	Anatomical organization of forebrain circuits; model	Cortex; Striatum; Thalamus; Vertebrate; Organizational principles; Forebrain evolution							
983	N			N		D		lateral geniculate nucleus; corticofugal feedback; primary visual cortex; middle temporal visual area; LATERAL GENICULATE-NUCLEUS; MACAQUE V1 NEURONS; STRIATE CORTEX; CORTICOFUGAL FEEDBACK; LAYER-VI; LAMINAR DISTRIBUTION; DYNAMIC PROPERTIES; SPATIAL SUMMATION; AREAS V1; CAT							
451				MB		D									
1296	N			N		D	review and rather focus on gene expression	area formation; association cortex; cortical gradients; gene expression; macaque monkey; postnatal cortical development; thalamic projection; HUMAN CEREBRAL-CORTEX; PRIMARY VISUAL-CORTEX; ACTIVITY-DEPENDENT REGULATION; ENDOTHELIAL-CELL ACTIVATION; OCULAR DOMINANCE COLUMNS; INFERIOR TEMPORAL CORTEX; CAT STRIATE CORTEX; MACAQUE MONKEY; CORTICAL AREAS; RHESUS-MONKEY							
66				N		D	projections from the thalamus, subthalamic nucleus and pedunculopontine tegmental nucleus to the striatum; cortex not involved	Basal ganglia; Caudate nucleus; Putamen; Intralaminar thalamic nuclei; Wheat germ agglutinin-horseradish peroxidase;							
2751	N			N		D	Schizophrenia; not TT	cognitive control; MD thalamus; neurophysiology; prefrontal; primate; schizophrenia							
571	Y	Y	N	N		D/R	Book chapter; seems relevant, can’t decide based on the abstract. RB: I think cortex is not involved.	Vestibular Nucleus; Medial Geniculate Body; Medial Longitudinal Fasciculus; Oculomotor Nucleus; Posterior Group;	Y	Y	N	N		D/R	Book chapter; seems relevant, can’t decide based on the abstract. RB: I think cortex is not involved.
3479				MB		D									
546	Y	Y	Y	Y		D	V4 to some thalamic neucli	pulvinar; claustrum; caudate; putamen; superior colliculus; amygdala	Y	Y	Y	Y		D	V4 to some thalamic neucli
2879				MB		D		Lateral Geniculate Nucleus; Semithin Section; Striate Cortex; Relay Cell; GABAergic Cell;							
1529				MB		D		MEDIAL PULVINAR NUCLEUS; RHESUS-MONKEY; EYE FIELD; PREFRONTAL CORTEX; INTRACORTICAL MICROSTIMULATION; UNILATERAL NEGLECT; CORTICOCORTICAL CONNECTIONS; CORTICAL CONNECTIONS; SQUIRREL-MONKEYS; MACAQUE MONKEYS							
705				MB		D	A direct projection from the subthalamic nucleus to the ventral thalamus; connectivity within thalamus								
401			N	N		D	thalamic projections to the ventral striatum								
2538	N			N		D	Cytochrome oxidase staining reveals functional organization	Monkey thalamus; Cytochrome oxidase; GABA immunocyto-chemistry; Somatotopy;							
1565		N		N		D	cats	FLUORESCENT TRACERS; DOUBLE LABELING; ELECTROPHYSIOLOGY; CLAUSTRUM; THALAMIC ANTERIOR; INTRALAMINAR NUCLEI; THALAMIC INTRALAMINAR NUCLEI; RETROGRADE AXONAL-TRANSPORT; LATERAL GENICULATE-NUCLEUS; CLAUSTRO-CORTICAL CONNECTIONS; IDENTIFIED X-TYPE; HORSERADISH-PEROXIDASE; STRIATE CORTEX; MACAQUE MONKEY; VENTROBASAL COMPLEX; CEREBRAL-CORTEX							
78			N	N		D	medial mammillary bodies to the anterior thalamus; cortex not involved								
880				MB		D									
1114	N			N		D	Neuronal and synaptic organization of the centromedian nucleus of the monkey thalamus; not about connectivity	Projection Neuron; Thalamic Nucleus; Initial Axon Segment; Neuron Somata; Large Round;							
2745	N			N		D		calbindin; VMpo; spinothalamic; pain; thalamus; trigeminal							
5452		N		N		D	rat	anatomy; fornix; hippocampus; memory; postsubiculum; subiculum							
987	N			N		D		PRIMARY SOMATOSENSORY CORTEX; CORTICO-CORTICAL CONNECTIONS; PROXIMAL FORELIMB MOVEMENTS; MACAQUE MONKEY; RHESUS-MONKEY; EFFERENT CONNECTIONS; GLOBUS-PALLIDUS; PARIETAL CORTEX; MACACA-MULATTA; THALAMIC INPUT							
1279	Y		N	N		D	descending ventral pallidal projections to thalamus	BASAL GANGLIA; SUBSTANTIA-NIGRA; STRIATUM; THALAMUS; GLOBUS PALLIDUS; SUBSTANCE-P IMMUNOREACTIVITY; PRIMATE GLOBUS PALLIDUS; RHESUS-MONKEY; BASAL FOREBRAIN; EFFERENT CONNECTIONS; STRIATOPALLIDAL PARTS; SUBTHALAMIC NUCLEUS; MACACA-FASCICULARIS; PHA-L; CHOLINERGIC NEURONS							
522				MB		D	not TT it self, but examined the numerical correlation between total populations of neurons in the lateral geniculate nucleus (LGN) and the primary visual cortex; could be relevant for extracting connectivity	Visual system; Primates; Thalamocortical relationship; Neuron number; Cerebral dominance; Rightleft asymmetry;							
3121				MB		D	not likely; Neurotransmitters contained in the subcortical extraretinal inputs to the monkey lateral geniculate nucleus								
2489				MB		D									
3265	N			N		D	Regional distribution of cholecystokinin receptors								
820	Y	Y	Y	Y		R	fronto-parietal operculum and the postcentral gyrus with the posterior ventral thalamic nucleus		Y	Y	Y	Y		R	fronto-parietal operculum and the postcentral gyrus with the posterior ventral thalamic nucleus
3904	N			N		D									
2309	N		N	N		D	Cerebellar Output and review	FRONTAL EYE FIELDS; RHESUS-MONKEY; PREFRONTAL CORTEX; HORSERADISH-PEROXIDASE; MOTOR CORTEX; CORTICOPONTINE PROJECTION; TRANSNEURONAL TRANSPORT; THALAMIC INPUTS; CEREBRAL-CORTEX; WORKING-MEMORY							
694				MB		D	seems intrathalamic projections	dopamine transporter; tyrosine hydroxylase; prefrontal cortex; ventral mesencephalon; COMT; catechol-O-methyltransferase; CTb; cholera toxin b subunit; DA; dopamine; DAT; dopamine transporter; IR; immunoreactive; MD; mediodorsal thalamic nucleus; PB; phosphate buffer; TH; tyrosine hydroxylase;							
157				MB		D	The projections of the medial pulvinar to frontal cortex in the rhesus monkey were studied using the Fink-Heimer and autoradiographic anterograde techniques								
1238				MB		D		Pulvinar; Claustrum; Striatum; Pons; Extrastriate cortex;							
1207		N		N		D	rat	biotinylated dextran amine; dorsocentral striatum; neuroanatomy; thalamostriatal; MEDIAL AGRANULAR CORTEX; DORSOCENTRAL STRIATUM; PARIETAL CORTEX; HORSERADISH-PEROXIDASE; PREFRONTAL CORTEX; RHESUS-MONKEY; THALAMOSTRIATAL PROJECTIONS; TOPOGRAPHICAL PROJECTIONS; UNILATERAL DESTRUCTION; ASSOCIATIVE STRIATUM							
3031	Y	Y		MB		D									
486				MB		D									
5737				MB		D	corticogeniculate feedback to different layers of the lateral geniculate nucleus	parallel pathways; primary visual cortex; primate; vision							
4299	N			N		D		vision; metastable; oscillations; pulvinar; awareness; coherence; phase; representational spaces							
2954				MB		D									
2287				MB		D	review	PHASEOLUS-VULGARIS-LEUKOAGGLUTININ; AGRANULAR INSULAR CORTEX; FRONTAL EYE FIELD; GANGLIA-THALAMOCORTICAL CIRCUITS; LATERODORSAL TEGMENTAL NUCLEUS; MIDBRAIN PERIAQUEDUCTAL GRAY; INTRALAMINAR THALAMIC NUCLEI; MAGNOCELLULAR BASAL NUCLEUS; CORTICAL AFFERENT SYSTEMS; RHESUS-MONKEY							
117	N			N		D	cerebellar-recipient motor thalamic territory; 								
2931	N	Y		N		A	Ephys								
1324	N			N		D	Morphologic Characterization of Trigeminothalamic Terminal Arbors	somatosensory; trigeminal; thalamus; oral-facial; ventral posterior medial							
3355				MB		D									
1192				MB		D	on Macaque Model of Congenital Blindness; not common macaque	connectivity; deafferentation; hybrid cortex; primate; pulvinar;							
366	N			N		D	Glutamic acid decarboxylase isoform 65 immunoreactivity								
1948		N		N		D	cebus monkey (Cebus apella)	HERPES-SIMPLEX-VIRUS; FRONTAL EYE FIELD; MONKEY SUBSTANTIA-NIGRA; PARS RETICULATA NEURONS; PRIMARY MOTOR CORTEX; HUNTINGTONS-DISEASE; PARKINSONS-DISEASE; GLOBUS-PALLIDUS; RHESUS-MONKEY; TRANSNEURONAL TRANSPORT							
750	N			N		D	Delineation of thalamic nuclei immunoreactive for calcium-binding proteins	Thalamus; Primates; Pain pathways; Calcium-binding; Proteins; Ventral posterior nucleus;							
2844			N	N		D	intracerebellar nucleocortical projection	Nucleocortical projection; Cerebellum; Cerebellar nuclei;							
1116	N			N		D		attention; learning; STDP; bottom-up filter; top-down expectation; match; prediction; mismatch; LGN; pulvinar; V1; V2; spikes; gamma oscillations; beta oscillations; synchronization; local field potentials; mismatch negativity; acetylcholine; cortical layers; Adaptive Resonance Theory; EVENT-RELATED POTENTIALS; 3D SURFACE PERCEPTION; PRIMARY VISUAL-CORTEX; TOP-DOWN; NEURAL DYNAMICS; CEREBRAL-CORTEX; STRIATE CORTEX; HORIZONTAL CONNECTIONS; FUNCTIONAL LOGIC; MACAQUE MONKEY							
2825	N			N		D	In this study, we used electron microscopy to assess potential structural changes in GABAergic and glutamatergic microcircuits in the VApc and CM of MPTP-treated parkinsonian monkeys.	Pallidothalamic; corticothalamic; primate; centromedian nucleus; ventral anterior nucleus; parkinsonism; RRDIs AB; AB; AB; AB; AB; AB; AB							
3270		Y		MB		D	by stimulating muscle and also retrograde axonal transport of horseradish peroxidase injected into these regions of cortex	Thalamus; Joint afferents; Muscle afferents; Peripheral projection to motor cortex;							
3125				MB		D	focus on Cerebellar connections with the motor cortex and the arcuate premotor area, not sure if thalamus is involved								
